	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d
3832	-5.23258	-15.57993	2.90794	-66.69968	30.71379	-2.67314	-7.17270	-9.26196	0.63908	-105.64489	47.20751	-3.67595	8.84234	48.32737	-9.28629	-29.23547	27.62285	-1.19148	-126.51689	40.65095	-6.21304	-6.94789	-2.49914	-1.21328	1.98732	0.47633	-0.39817	-4.84139	-0.69361	0.50379	0.20475	0.30199	0.23537	-0.79896	-0.85834	-0.00557	0.05828	0.14276	0.11067	-0.14400	-0.05461	0.01307
3833	-5.07248	-16.77234	2.69193	-64.77007	28.74193	-2.98118	-2.79655	-6.68097	1.64936	-108.39675	42.35455	-6.46845	9.09763	50.20890	-9.76559	-27.56443	26.15794	-1.27574	-119.42432	41.82687	-8.56397	-34.09318	-2.85884	6.10760	4.07624	1.20474	-0.46778	-1.46422	-0.89862	0.38115	0.58109	-0.18453	0.11733	-0.19214	-1.03688	0.27424	0.03079	-0.02207	-0.09326	-0.14565	-0.04547	0.06251
3834	-5.87763	-17.15377	2.53437	-63.32653	28.06439	-2.72362	-3.86600	-5.23662	1.19945	-108.87692	42.71708	-5.11925	9.26732	51.97370	-10.25125	-26.30518	24.83352	-1.36281	-116.66491	45.35013	-7.48618	-40.82341	-15.04406	8.33855	5.48054	1.65403	-0.32247	0.23659	-1.65810	0.51053	1.04183	-0.83170	0.04990	0.31729	-1.43634	0.30431	0.08549	-0.24525	-0.23699	-0.03825	-0.09371	0.05722
3835	-7.98995	-17.36485	2.87219	-61.12945	27.64307	-2.22355	-12.00974	-4.69734	0.26074	-103.66484	44.84937	-1.51890	9.45170	53.77971	-10.67513	-25.30190	23.64007	-1.41517	-118.08451	46.72878	-5.31286	-27.88811	-29.68311	5.80657	4.53248	1.67305	0.21844	-0.59743	-1.30304	0.36391	1.10782	-0.90816	0.23037	0.14556	-1.39536	0.22139	0.17236	-0.26724	-0.10953	-0.01373	-0.10069	0.04640
3836	-9.52713	-17.50631	3.18843	-56.81348	26.19477	-1.92620	-19.03099	0.00136	-0.94717	-92.29369	43.39013	0.76940	9.73264	55.80834	-10.97801	-24.18047	22.28855	-1.42870	-111.34824	48.34775	-7.51191	-12.66244	-31.91307	4.65264	1.79522	2.30676	1.37907	-1.22860	-0.66946	0.09395	0.65878	-0.29464	0.59815	0.07581	-1.02137	0.18292	0.17313	-0.05297	0.19089	-0.03481	-0.07336	0.03985
3837	-9.71293	-17.59908	3.06656	-52.55483	24.78423	-1.86964	-17.05718	10.45098	-2.58422	-81.82991	42.16581	1.12966	10.13367	58.06612	-11.20751	-22.90719	20.83340	-1.47386	-90.03806	60.18334	-13.04444	-6.43654	-23.85004	6.67917	-0.22093	4.52875	3.11650	-0.79774	-1.40187	0.24492	0.16514	0.69058	1.16670	0.35044	-0.91125	0.12021	0.06333	0.19795	0.38832	-0.03927	-0.07269	0.00723
3838	-10.14303	-18.56894	2.97931	-51.71741	24.97901	-1.85926	-8.85878	19.23381	-3.60093	-81.73717	46.72371	0.78762	10.62880	60.37667	-11.48634	-21.75702	19.70285	-1.58655	-70.46744	79.57412	-15.15498	-11.68731	-16.57714	8.51121	-0.04128	6.35107	3.98470	-0.59364	-3.29785	0.86006	0.08548	1.22385	1.49030	0.36861	-1.21386	0.00480	-0.05771	0.27645	0.32796	-0.07448	-0.09309	-0.03778
3839	-12.05605	-21.50169	3.48425	-53.55387	25.42478	-2.03010	-4.02190	18.02152	-2.62430	-91.37870	52.53716	-0.18889	11.18011	62.61306	-11.87188	-20.75039	18.99614	-1.73933	-72.71297	87.85412	-11.26510	-24.39651	-13.51533	7.77378	1.47249	5.36380	2.69795	-0.72478	-4.57447	1.35113	0.27795	0.73061	0.99113	0.12293	-1.46002	-0.06717	-0.11524	0.19513	0.10722	-0.13124	-0.07908	-0.06065
3840	-14.90732	-25.92493	4.45905	-54.42566	23.82615	-2.61976	-7.33571	8.74439	-0.15652	-99.33966	51.37187	-2.02898	11.74426	64.83533	-12.32007	-19.68464	18.40275	-1.90833	-89.64864	76.56605	-5.90639	-37.91924	-12.76445	7.34533	2.54278	3.44116	0.66542	0.19586	-4.38305	1.24059	0.21054	0.08016	0.13535	0.30423	-1.50188	-0.02445	-0.18065	0.19630	-0.03747	-0.09473	-0.06625	-0.05186
3841	-17.50534	-29.94741	5.35532	-53.15958	20.91843	-3.35237	-15.28168	0.62887	1.57145	-98.64783	43.03384	-4.11925	12.27552	67.09929	-12.72911	-18.60392	17.81866	-2.06045	-99.03754	58.05531	-4.66692	-48.07696	-12.13867	10.11754	2.76097	3.11524	-0.05244	1.74418	-2.82845	0.56642	-0.04272	0.16938	-0.08136	0.89596	-1.40621	0.06669	-0.24919	0.35121	0.02987	0.04724	-0.09526	-0.02481
3842	-19.11644	-31.84893	5.73578	-51.84321	19.39034	-3.66148	-22.02691	-0.44710	0.99342	-94.67124	35.01553	-5.40502	12.73174	69.31801	-13.00361	-17.82692	17.46813	-2.16083	-96.14258	48.91900	-8.23537	-48.39307	-11.52678	12.45925	2.87290	2.84424	0.13047	1.77430	-0.84241	-0.07234	0.11297	0.18575	0.19101	1.20015	-1.08968	0.11078	-0.16767	0.36791	0.17592	0.17194	-0.10030	0.00039
3843	-19.95868	-31.49809	5.64225	-51.97165	19.73779	-3.51149	-24.69625	4.25386	-1.22408	-94.32367	31.78835	-5.66059	13.12632	71.37370	-13.15166	-17.48925	17.42405	-2.20530	-91.54842	51.99969	-13.89989	-33.28979	-14.07137	8.78068	3.56376	0.79745	-0.36414	0.07023	-0.24285	-0.04730	0.70523	-0.75776	0.10434	1.02030	-0.79991	0.12797	0.04872	0.06762	0.15940	0.19119	-0.04802	0.01596
3844	-21.12590	-29.91882	5.60817	-52.48774	19.99780	-3.44158	-25.14098	11.93517	-3.17752	-96.32455	31.03255	-6.18252	13.56337	73.17660	-13.28937	-17.27277	17.36840	-2.20996	-92.07178	60.35762	-20.04050	-14.56046	-20.45365	1.35814	4.94408	-0.88538	-1.23719	-1.36386	-1.29299	0.42242	1.19281	-1.59107	-0.08258	0.70575	-0.94532	0.18006	0.18196	-0.23934	0.01800	0.11456	-0.02134	0.02971
3845	-22.86698	-28.55093	5.93958	-51.91742	18.70479	-3.85968	-25.16304	20.18573	-3.53335	-95.89678	30.02613	-7.85409	14.13029	74.65376	-13.45282	-16.82162	16.93898	-2.21184	-93.01095	68.98042	-24.87866	-13.32865	-28.28444	-1.35787	5.57266	0.52213	-0.87029	-1.57136	-1.75315	0.47780	1.20415	-0.98998	0.31380	0.42098	-1.30045	0.22983	0.14010	-0.20414	-0.01251	-0.00437	-0.07800	0.04192
3846	-24.12742	-28.75506	6.33714	-50.87660	16.69945	-4.41834	-23.47621	24.74492	-2.48386	-93.56113	29.17397	-8.93373	14.72867	75.86461	-13.53554	-16.27921	16.27341	-2.21267	-87.40698	74.97272	-25.34558	-30.07767	-35.63105	4.12694	3.74311	4.14472	0.88915	-1.16250	-0.25390	-0.12956	0.72463	0.47628	0.87683	0.17167	-1.26165	0.22476	0.02260	0.08314	0.09319	-0.11366	-0.15836	0.04595
3847	-24.25847	-30.10131	6.44406	-51.01953	16.15023	-4.31038	-21.31533	23.01126	-1.18664	-93.14582	29.30254	-7.40772	15.15597	76.96787	-13.46741	-16.01224	15.90250	-2.12799	-79.59519	74.85398	-21.05520	-44.43398	-38.58459	11.80734	1.12021	6.72895	2.23597	-0.39839	1.39146	-0.62889	0.16585	1.39245	0.91764	0.20745	-0.87378	0.25599	-0.06431	0.31855	0.16266	-0.15342	-0.19449	0.05839
3848	-23.59158	-30.47618	6.25911	-52.68263	17.52078	-3.56508	-21.84736	17.21454	-0.03245	-95.01591	30.42946	-4.68840	15.34594	77.92623	-13.30511	-16.05988	15.94301	-1.96140	-77.79544	68.63503	-14.61814	-45.60084	-33.99848	13.56492	1.55038	6.25307	1.50515	0.79471	0.89294	-0.35718	0.16584	1.07489	0.44992	0.68612	-0.78860	0.42433	-0.10306	0.34761	0.08663	-0.08101	-0.19780	0.10035
3849	-22.59133	-28.95119	5.89341	-55.21073	18.66317	-3.25585	-23.09738	11.44722	1.15207	-98.14316	31.74557	-3.97590	15.42406	78.51492	-13.13584	-16.35257	15.97757	-1.92062	-81.00126	60.96216	-9.28363	-42.47961	-25.43317	9.82305	5.84437	4.39356	-0.40682	1.52730	-1.46577	0.38094	1.14727	-0.13491	0.07040	1.04845	-1.24496	0.57092	-0.05674	0.21680	-0.02689	0.02060	-0.19280	0.13728
3850	-21.50342	-26.61432	5.39050	-57.33812	18.55768	-3.61115	-21.17664	7.66082	1.71698	-102.62483	32.60157	-5.25450	15.58164	78.65378	-12.98517	-16.99280	15.90790	-2.05931	-85.12302	55.48349	-7.26806	-42.10658	-17.27240	7.03354	9.64377	3.86890	-1.09851	0.86683	-3.28041	0.81470	2.53270	-1.24639	0.16219	0.74963	-1.66441	0.43141	0.12402	0.04302	-0.01845	0.03523	-0.16671	0.10327
3851	-20.62924	-24.04178	4.95387	-57.76324	18.49708	-3.78021	-18.03893	8.14175	1.15750	-106.77753	32.40025	-6.65001	15.92032	78.44350	-12.81107	-18.02201	16.01506	-2.16669	-90.37076	54.70268	-10.14449	-40.26300	-11.45318	6.07044	8.93043	3.69985	-0.36912	-0.36995	-2.65113	0.58326	3.02787	-1.65717	0.34133	0.34897	-1.54073	0.09091	0.34272	-0.12859	0.04398	0.02287	-0.14709	0.01480
3852	-19.81503	-20.67293	4.78983	-56.96151	19.10783	-3.55735	-18.69085	15.37084	0.33624	-108.37566	31.43365	-7.87381	16.37176	77.93037	-12.52477	-19.27844	16.29106	-2.15976	-98.03614	62.97636	-16.84709	-33.92758	-11.67304	3.56653	6.69644	1.89073	-0.07094	-0.40470	-0.60800	0.07338	2.66990	-1.42494	0.44307	0.71254	-1.14971	-0.08827	0.46631	-0.26196	0.05270	0.11067	-0.17017	-0.03844
3853	-18.07911	-16.70440	4.65221	-56.87128	19.24870	-3.61719	-24.00838	24.80296	0.14341	-108.66559	30.89770	-9.12156	16.78069	77.11178	-12.05658	-20.59437	16.54971	-2.20494	-109.00758	76.96709	-22.18213	-25.00694	-16.95204	1.21639	7.34485	0.59042	-0.50700	0.74572	0.25836	-0.09119	2.51675	-0.54247	0.86621	1.46923	-0.87583	-0.01280	0.47515	-0.22888	0.08040	0.22955	-0.16678	-0.03287
3854	-15.60862	-13.37465	4.34973	-57.57440	17.79006	-4.30492	-31.76671	26.33103	0.60650	-107.53920	30.30195	-9.82304	17.02431	76.07710	-11.48683	-21.93392	16.76798	-2.40197	-120.63348	80.82212	-22.02297	-17.49576	-16.41162	3.36020	8.83100	2.50927	-0.43952	1.19433	-0.71239	0.19298	2.46479	0.67734	1.38785	1.55886	-0.78944	0.11453	0.35438	0.00060	0.16170	0.21946	-0.10666	-0.00608
3855	-13.58151	-11.50885	3.99970	-58.26257	16.59744	-4.78627	-37.24294	16.59560	1.32631	-104.84219	31.27254	-8.75454	17.07999	74.96557	-10.95597	-23.38933	17.03770	-2.59357	-126.33278	68.84786	-16.39912	-16.45341	-7.34894	7.78682	7.41995	5.31235	0.07705	0.24536	-1.85569	0.49386	1.78531	1.00687	1.15102	0.95231	-0.84759	0.17977	0.10667	0.19495	0.17191	0.11064	-0.08307	0.02620
3856	-11.49160	-10.48241	3.40321	-59.54759	17.85690	-4.27505	-33.18438	4.12540	1.35768	-103.90825	35.49956	-5.55751	17.01239	73.88708	-10.46939	-25.06867	17.35243	-2.62156	-120.10027	55.08303	-8.89537	-21.50496	-6.50660	9.90330	3.37375	6.52461	0.67800	-0.63524	-2.24240	0.55154	0.69239	0.13529	0.26010	0.53768	-1.06334	0.21399	-0.11847	0.18089	0.07270	0.06407	-0.14334	0.05828
3857	-8.28811	-8.51581	2.32045	-61.91217	19.63309	-3.49512	-19.87913	-0.78623	-0.03889	-106.41175	38.38828	-2.37506	16.88902	72.85967	-9.97738	-27.00501	17.57080	-2.59822	-106.78407	50.21322	-5.11175	-27.12963	-21.02662	11.93101	-1.25379	8.43261	2.27124	-0.16961	-2.39587	0.46686	-0.13783	-0.13666	-0.09688	0.67627	-1.36437	0.24847	-0.14075	0.12986	0.03126	0.09890	-0.19780	0.07258
3858	-5.34352	-4.72031	1.28563	-64.09678	19.25244	-3.49596	-10.62930	3.17048	-1.85747	-108.78932	36.43501	-1.74059	16.70549	71.73671	-9.54036	-29.09313	17.62838	-2.68528	-102.45134	51.73564	-7.43387	-33.86003	-29.50506	15.93357	-2.72316	11.00381	3.90722	1.09972	-2.47113	0.34428	-0.00326	0.93561	0.46798	0.91320	-1.50190	0.28268	0.05285	0.18787	0.11878	0.09620	-0.15494	0.06453
3859	-4.23158	-0.38134	0.89196	-64.52715	17.99802	-3.98251	-14.02957	10.63805	-2.32034	-106.71827	35.23236	-3.13838	16.42370	70.38314	-9.22898	-31.11376	17.59244	-2.79311	-109.74957	59.17676	-11.65787	-43.42564	-15.98912	14.80174	3.01524	8.63891	2.29112	2.04132	-2.38659	0.22675	1.62328	1.19347	0.92523	0.94569	-1.44303	0.27637	0.30804	0.16562	0.17424	0.04105	-0.06462	0.04141
3860	-3.49192	2.74355	0.75210	-63.23369	17.61311	-4.28530	-20.06750	17.21030	-1.38851	-100.79150	37.63911	-5.03538	16.08479	68.95505	-8.98364	-33.00788	17.46165	-2.79316	-110.44787	71.86420	-14.23647	-45.22252	3.43072	3.42286	11.90866	0.84011	-2.23976	2.22434	-2.44623	0.19777	3.61075	-0.51717	0.47276	1.01564	-1.47338	0.18174	0.42571	-0.05121	0.08247	0.04787	-0.05755	0.00806
3861	-1.31205	4.21590	0.23608	-62.64235	17.70229	-4.36026	-16.18586	19.38028	-0.55855	-97.74609	37.57691	-7.10942	15.82813	67.75377	-8.72775	-35.13918	17.37019	-2.78375	-98.31573	76.82433	-16.11108	-30.88157	6.58997	-9.40102	13.81201	-4.93903	-4.89790	1.81854	-2.30778	0.30934	3.84026	-2.30300	-0.44978	1.40398	-1.57918	0.07953	0.34975	-0.26393	-0.08783	0.18549	-0.16636	-0.01318
3862	0.92314	4.55173	-0.40446	-64.63367	18.10781	-4.25129	-5.84202	13.76991	-0.49134	-101.37296	32.43243	-8.47328	15.76258	66.83040	-8.50267	-37.82010	17.69252	-2.88951	-89.52263	62.23135	-17.04074	-13.83419	-3.34968	-12.10415	6.92367	-4.96176	-3.53195	0.85900	-0.83328	0.37927	2.17048	-2.58463	-0.98517	1.70802	-1.17528	0.09395	0.20769	-0.31862	-0.20333	0.33058	-0.25230	0.00101
3863	0.81191	4.97334	-0.52279	-67.36643	18.60310	-4.05825	-2.17456	4.35297	-0.56135	-105.57214	26.27049	-8.37460	15.85362	66.03954	-8.37727	-40.73572	18.47058	-3.03879	-95.36296	37.36093	-16.34254	-10.53072	-8.78959	-5.76362	-0.14869	-3.24995	-1.00702	-0.71817	1.88654	0.09924	0.55332	-2.13282	-0.92278	1.10802	0.00467	0.15565	0.10956	-0.29869	-0.19955	0.25953	-0.16612	0.03040
3864	-0.84300	6.62066	-0.22974	-68.77976	19.13011	-3.82685	-8.67560	0.57576	-0.42804	-105.55386	25.14719	-7.09212	15.98800	65.38196	-8.30084	-43.55281	19.38004	-3.05594	-110.12849	26.23505	-14.65493	-17.48675	-5.85138	0.82253	-0.29886	-2.67565	-0.13847	-1.88157	3.38925	-0.37306	0.74832	-2.14016	-0.69493	-0.10904	0.97435	0.13208	0.14451	-0.35048	-0.14206	0.00539	0.00461	0.03930
3865	-1.68486	8.95683	-0.03706	-68.56842	19.19374	-3.68014	-17.12452	5.32079	-0.06363	-102.03285	28.82596	-6.00777	16.06122	64.92908	-8.20910	-46.38800	20.01249	-2.90005	-119.69274	36.98390	-13.66473	-23.79456	-3.94935	3.34306	6.29846	-0.56276	-0.87734	-1.90150	1.14020	-0.45641	3.05978	-2.20136	-0.65786	-0.92459	0.33630	-0.01630	0.44229	-0.44207	-0.14553	-0.21057	-0.00459	0.01551
3866	-1.09819	10.29206	-0.09432	-67.03239	17.83912	-3.78721	-19.43756	12.24119	0.66419	-96.08734	32.27437	-6.03595	16.04593	64.60641	-8.13205	-49.31152	20.15145	-2.64731	-114.60673	55.63293	-13.62841	-28.20937	-7.84978	2.02377	13.95683	3.54426	-2.17682	-1.56480	-2.81817	-0.09051	5.66753	-1.62916	-0.75565	-1.07755	-1.24967	-0.19336	0.82823	-0.42699	-0.19847	-0.30682	-0.17047	-0.02233
3867	0.39586	10.06973	-0.45486	-64.90327	16.03558	-3.78595	-14.11388	13.58292	0.91037	-89.21223	35.36042	-5.34222	16.00805	64.45100	-8.12987	-52.14601	20.17850	-2.29101	-98.71104	66.63277	-11.42811	-32.92429	-13.60775	-0.96128	16.63964	5.10600	-3.32311	-1.38078	-4.17501	0.32254	6.11123	-0.78046	-0.69656	-0.71189	-1.79780	-0.16646	0.85887	-0.22696	-0.17313	-0.25797	-0.19141	-0.02233
3868	1.62765	9.43552	-1.03618	-63.64371	15.35553	-3.31826	-7.89596	8.00989	-0.09975	-84.09827	38.71972	-2.18222	16.01065	64.66208	-8.26089	-54.89416	20.58838	-1.90153	-87.06799	62.75502	-5.92780	-33.23151	-14.78194	-2.07040	12.86776	1.99709	-3.74087	-0.61498	-2.42610	0.59587	3.84112	-0.27294	-0.40861	0.22654	-0.93036	0.14557	0.37883	0.05336	-0.04127	-0.03589	0.01420	0.03532
3869	0.77323	9.68948	-1.24738	-63.89790	15.78021	-2.61910	-9.81283	1.10943	-0.85288	-80.31296	39.43695	2.22750	16.08402	65.15347	-8.53206	-57.73419	21.17838	-1.68467	-87.32859	48.04034	0.45670	-26.73845	-8.82047	0.40652	5.40244	-1.88782	-2.88371	0.86455	-0.15075	0.64863	0.44945	-0.21395	-0.12087	1.25627	0.11731	0.45377	-0.24660	0.16849	0.07118	0.18584	0.21963	0.07762
3870	-1.80972	11.05043	-0.82742	-65.10073	16.08265	-2.22716	-17.52738	-1.41181	0.18803	-77.12630	35.89869	4.75506	16.28647	65.63586	-8.79746	-60.66083	21.40498	-1.71744	-90.75425	34.45377	4.44417	-23.12316	-0.48842	4.08302	0.01573	-1.85267	-1.28679	1.48353	0.58727	0.39942	-1.16875	-0.34579	-0.16302	1.32749	0.22622	0.37971	-0.39665	0.02725	0.01721	0.14924	0.16932	0.03045
3871	-3.51597	12.57153	-0.35383	-67.27502	15.24749	-2.48752	-21.57870	0.91069	1.82569	-79.09101	30.32597	3.03478	16.60656	66.06794	-8.90013	-63.52535	21.15642	-1.93321	-93.81129	30.30250	2.57910	-29.31637	2.13137	4.79819	1.40092	1.73047	-0.57728	0.50967	-0.42747	0.08619	0.59797	-0.51305	-0.67068	0.43662	-0.65571	0.01654	0.08455	-0.16544	-0.18928	-0.06928	-0.14301	-0.04724
3872	-2.93355	13.44759	-0.47620	-69.66200	14.30509	-3.05026	-19.05391	4.65613	1.79592	-85.46376	28.23106	-0.89536	16.91913	66.66853	-8.90216	-66.19572	20.70085	-2.19669	-98.33875	36.32514	-3.93261	-37.40587	-3.41831	2.26128	5.51925	4.46600	-0.77421	-0.25737	-1.91399	0.05573	3.05275	-0.86602	-1.13863	-0.10295	-1.64713	-0.13687	0.56297	-0.24467	-0.31525	-0.14854	-0.41944	-0.04213
3873	-1.37071	14.05768	-1.13443	-70.75079	15.43501	-3.22516	-14.26982	7.04223	-0.13495	-86.81634	33.86316	-2.06913	17.11481	67.62205	-9.01480	-68.67178	20.37746	-2.39054	-96.91615	48.50008	-7.90214	-40.08984	-11.02548	1.15656	4.37999	4.87112	-0.04417	0.50563	-2.98905	0.25219	2.54597	-0.83778	-0.79385	0.36092	-2.08658	0.04971	0.51140	-0.20818	-0.21014	-0.01830	-0.41416	0.02936
3874	-1.43435	14.81037	-1.54816	-70.06659	17.98248	-2.96054	-13.77465	8.40416	-1.61646	-77.32767	42.72506	0.85045	17.19600	68.80965	-9.34131	-71.00024	20.35029	-2.47911	-83.84532	59.96440	-5.63161	-42.63760	-13.07959	1.93338	-0.53482	3.83303	1.08612	0.97066	-3.11133	0.20519	-0.02980	-0.06091	0.07411	0.74009	-1.74227	0.11181	0.15164	-0.12589	-0.02053	0.05022	-0.15409	0.03467
3875	-3.52624	15.67943	-1.29388	-69.24657	19.06972	-2.76429	-18.56295	12.26263	-1.04240	-65.38438	46.96208	4.21665	17.32270	69.94090	-9.75878	-73.17830	20.50786	-2.49220	-70.35928	69.63246	-1.90540	-49.11337	-8.51028	-0.43666	-0.02058	0.59448	-0.38599	-0.38337	-2.19379	-0.18767	-0.81624	0.35704	0.36615	0.12398	-0.85178	-0.19255	-0.06332	-0.05293	0.06993	-0.08960	0.13508	-0.06298
3876	-6.14287	16.50673	-0.72285	-70.64191	17.94913	-2.82924	-25.15676	18.12250	0.47320	-64.88152	43.94836	4.61443	17.63749	70.98381	-10.11688	-75.20098	20.71236	-2.48533	-75.47005	75.71685	-2.09522	-51.55001	-4.19792	-4.55565	7.58047	-4.15914	-4.30191	-1.33234	-1.69340	-0.23044	1.34832	-0.55300	-0.16286	-0.46086	-0.31301	-0.36983	0.00157	-0.02646	0.07503	-0.18137	0.22321	-0.10351
3877	-8.29367	16.74046	-0.26404	-73.63579	16.62607	-2.86302	-31.00864	18.56596	1.48915	-74.59397	35.52721	2.57265	18.10722	72.16867	-10.39790	-77.05766	20.94010	-2.46350	-95.55754	67.85777	-4.98476	-44.40974	-8.14060	-2.84912	13.68470	-6.92243	-6.63022	0.73723	-3.14311	0.58896	3.87994	-2.21792	-0.81193	0.27780	-0.84978	0.01599	0.23292	-0.13097	0.05710	0.00737	0.04892	0.01798
3878	-9.21130	16.06691	-0.10152	-75.56089	16.53547	-2.77139	-32.30885	11.25924	2.13732	-80.45264	27.09559	0.55603	18.59933	73.55479	-10.63509	-78.77617	21.08376	-2.43384	-102.89478	47.66177	-6.14412	-34.95811	-17.17092	4.29430	12.87729	-5.46909	-5.44765	4.61670	-5.64025	1.66753	4.57624	-3.15034	-1.19212	1.74842	-2.04362	0.57687	0.46739	-0.33494	-0.04191	0.27037	-0.24714	0.15005
3879	-8.50141	15.23899	-0.25484	-75.34937	16.47228	-2.87796	-26.63065	3.92702	2.79444	-75.47028	24.42191	-0.20860	18.97629	74.96851	-10.84737	-80.38599	20.96012	-2.45068	-84.38496	34.60189	-4.27577	-30.77292	-18.29968	6.51240	8.57699	-1.33313	-2.88194	6.29222	-5.48615	1.77575	3.89206	-2.41511	-1.46915	2.24200	-2.30961	0.67038	0.59224	-0.38374	-0.25266	0.25849	-0.36291	0.10727
3880	-7.57602	15.34914	-0.47169	-73.89903	15.02775	-3.28482	-20.80899	4.15159	3.05873	-65.29092	27.34221	0.02918	19.17515	76.30687	-11.05681	-81.81528	20.62980	-2.50958	-59.69904	41.05051	-2.32790	-32.00897	-9.78142	-1.54728	4.59890	1.67060	-0.97065	3.68384	-0.57323	0.52986	2.53220	-0.91132	-1.43775	1.26657	-0.72458	0.29935	0.46554	-0.20769	-0.37058	0.00454	-0.13153	-0.04934
3881	-8.22476	16.55157	-0.45133	-72.96687	13.21054	-3.63257	-24.51848	10.99970	2.61870	-59.49266	30.71447	0.54433	19.26193	77.61609	-11.28936	-83.05827	20.39239	-2.56085	-56.00737	58.02301	-3.31466	-35.45286	-5.14754	-14.07601	2.85192	1.33082	-0.63559	-1.30703	5.66140	-1.05779	1.14910	-0.17243	-0.88056	-0.10146	1.50344	-0.06073	0.13964	-0.02245	-0.22478	-0.17985	0.23954	-0.13041
