	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d
2543	-0.00424	-0.00510	-0.01633	-0.07460	0.04142	0.01339	-0.03364	0.08835	0.05456	-0.01899	0.01609	-0.05681	-0.02316	0.08678	0.06105	-0.00520	-0.00220	-0.06487	0.02947	0.03485	0.03263	-0.02777	-0.01724	-0.05474	-0.02002	-0.02993	-0.04413	-0.01380	-0.02722	-0.02774	-0.01085	-0.00611	-0.01181	-0.00133	-0.00355	0.00074	0.01596	0.01553	-0.01849	0.01045	0.00282	0.00537	0.02528	0.02201	-0.01051	-0.01373	0.01190	0.00447	0.00526	0.01279	0.00555	-0.01477	0.01233	0.00430	0.00660	0.01519	0.00749
2544	-0.00537	-0.00458	-0.01503	-0.10846	0.06478	-0.00924	-0.00321	0.07178	0.02299	0.00128	0.04720	-0.08617	0.01585	0.06431	0.04530	0.02937	0.01302	-0.07547	0.04212	0.02659	0.03665	0.00030	-0.01470	-0.05392	-0.00029	-0.02385	-0.04470	-0.02601	-0.03022	-0.02432	-0.01884	-0.00600	-0.00780	-0.00569	0.00311	0.01365	0.01577	0.01358	-0.02643	0.00940	0.00874	0.01879	0.04395	0.01929	-0.01463	-0.01148	0.00447	0.00942	0.00244	0.01061	-0.00538	-0.01083	0.00427	0.00847	0.00287	0.01138	-0.00789
2545	-0.00168	-0.00486	-0.01584	-0.10444	0.06755	-0.04218	-0.03157	0.07451	0.04241	0.00043	0.05686	-0.09362	0.05599	0.05361	0.03397	0.03663	0.00776	-0.07454	0.04752	0.03039	0.03058	0.00139	-0.01636	-0.05111	-0.00624	-0.01696	-0.04854	-0.01818	-0.03196	-0.02138	-0.02604	-0.00764	-0.00973	-0.00979	0.00763	0.02135	0.02074	0.01058	-0.03922	0.01376	0.01244	0.02763	0.06721	0.01514	-0.02232	0.00568	-0.00418	0.01507	0.00268	0.00630	-0.01689	0.00708	-0.00467	0.01381	0.00228	0.00563	-0.02278
2546	0.00663	-0.01117	-0.02177	-0.06246	0.04749	-0.08616	-0.08784	0.08147	0.07543	-0.02167	0.04201	-0.08058	0.08710	0.04693	0.03134	0.01965	-0.00533	-0.06266	0.05494	0.02745	0.02264	-0.01422	-0.02352	-0.04894	-0.02583	-0.01626	-0.05314	0.00602	-0.04084	-0.02483	-0.02426	-0.01404	-0.02042	-0.01088	0.00372	0.01394	0.03014	0.00271	-0.05124	0.01738	0.01319	0.02258	0.07740	0.00872	-0.03134	0.01064	-0.00133	0.01004	0.00308	0.00357	-0.02277	0.01063	-0.00124	0.00858	0.00271	0.00296	-0.02778
2547	0.01520	-0.02092	-0.03096	-0.01639	0.01275	-0.11921	-0.09742	0.06938	0.07922	-0.04622	0.01451	-0.06049	0.09620	0.03541	0.02834	-0.00615	-0.00528	-0.04426	0.06785	0.00523	0.02266	-0.02280	-0.03525	-0.04059	-0.03569	-0.02131	-0.05114	0.02454	-0.05267	-0.03657	-0.00554	-0.02517	-0.03475	-0.00229	-0.00273	-0.00408	0.03965	-0.01016	-0.05580	0.01384	0.01833	0.00760	0.06409	0.00028	-0.03920	-0.00848	0.00606	-0.01132	0.00253	0.00017	-0.02658	-0.01088	0.00718	-0.01367	0.00303	0.00106	-0.02729
2548	0.01557	-0.02748	-0.03638	-0.01032	-0.03416	-0.12136	-0.03578	0.03225	0.04515	-0.05922	-0.01789	-0.04209	0.08501	0.01311	0.01653	-0.02847	0.00306	-0.02399	0.07397	-0.02597	0.02787	-0.01820	-0.04489	-0.02349	-0.02845	-0.02615	-0.03963	0.01792	-0.05401	-0.04849	0.01787	-0.03782	-0.04293	0.00898	-0.00544	-0.01959	0.04135	-0.02359	-0.04820	0.00334	0.02753	-0.00500	0.03521	-0.00849	-0.04049	-0.03260	0.00518	-0.03203	0.00281	-0.00589	-0.02896	-0.03635	0.00684	-0.03494	0.00414	-0.00355	-0.02557
2549	0.00306	-0.02775	-0.03191	-0.05579	-0.08732	-0.10129	0.04149	-0.02316	0.00606	-0.05876	-0.05023	-0.02885	0.07512	-0.02668	0.00174	-0.03800	-0.00287	-0.00675	0.06046	-0.04781	0.02747	-0.01487	-0.04307	-0.00722	-0.01849	-0.02595	-0.02355	-0.01179	-0.04158	-0.04701	0.02128	-0.04351	-0.03989	0.00705	-0.00500	-0.02531	0.03082	-0.02935	-0.03012	-0.00652	0.02983	-0.00934	0.00834	-0.01447	-0.02941	-0.03440	-0.00149	-0.02827	0.00152	-0.01075	-0.01988	-0.03760	-0.00016	-0.02931	0.00281	-0.00849	-0.01495
2550	-0.01328	-0.02295	-0.01959	-0.11408	-0.12464	-0.08856	0.07312	-0.08040	-0.01682	-0.04552	-0.06786	-0.02618	0.07316	-0.08034	-0.00484	-0.03051	-0.02863	0.00167	0.03395	-0.05537	0.01836	-0.02294	-0.02643	-0.00395	-0.01909	-0.02022	-0.01120	-0.03960	-0.02787	-0.02903	0.00010	-0.03162	-0.02941	-0.00611	-0.00060	-0.02252	0.01453	-0.02121	-0.01119	-0.00703	0.02209	-0.00885	-0.00306	-0.01776	-0.00895	-0.01141	-0.00210	-0.00336	-0.00484	-0.01172	0.00313	-0.01258	-0.00178	-0.00085	-0.00458	-0.01125	0.00662
2551	-0.01882	-0.01760	-0.00693	-0.13694	-0.12406	-0.09601	0.05602	-0.11722	-0.02760	-0.02350	-0.05695	-0.03505	0.05668	-0.12233	0.00157	-0.01348	-0.05478	-0.00020	0.01607	-0.05611	0.00984	-0.03538	-0.00221	-0.01375	-0.02585	-0.01123	-0.00705	-0.04169	-0.02615	-0.00640	-0.02250	-0.00700	-0.01786	-0.01267	0.00720	-0.01405	0.00366	-0.00547	0.00007	0.00101	0.01390	-0.00590	0.00125	-0.02226	0.00877	0.01159	0.00475	0.01488	-0.01052	-0.01177	0.02230	0.01262	0.00411	0.01879	-0.01154	-0.01359	0.02214
2552	-0.01194	-0.01757	0.00103	-0.11544	-0.09243	-0.10508	0.01778	-0.11823	-0.02707	-0.00214	-0.02611	-0.04417	0.02104	-0.12718	0.01811	0.00140	-0.05942	-0.00817	0.02334	-0.05855	0.01209	-0.04117	0.01614	-0.02609	-0.02745	-0.00315	-0.01021	-0.02234	-0.03785	0.00791	-0.02603	0.00763	-0.00835	-0.00727	0.01040	-0.00255	-0.00001	0.00179	0.00361	0.00792	0.01211	0.00159	0.00743	-0.02827	0.01359	0.01288	0.01024	0.01167	-0.00784	-0.01374	0.01984	0.01423	0.00962	0.01306	-0.00938	-0.01649	0.01640
2553	-0.00418	-0.02560	0.00329	-0.07389	-0.06485	-0.09708	-0.02493	-0.08940	-0.01265	0.00981	-0.00596	-0.04332	0.00672	-0.10285	0.03507	0.00648	-0.04455	-0.01870	0.05453	-0.06766	0.02207	-0.03605	0.01727	-0.03213	-0.02018	-0.00211	-0.01688	-0.00689	-0.05513	0.01024	-0.01483	-0.00321	-0.00265	-0.00153	0.00328	0.00679	-0.00299	-0.00833	0.00246	0.00774	0.01410	0.01252	0.00327	-0.03119	0.00596	-0.00276	0.01014	0.00216	-0.00120	-0.01679	0.00167	-0.00356	0.01057	0.00033	-0.00210	-0.01839	-0.00202
2554	-0.00252	-0.03873	0.00063	-0.03725	-0.06765	-0.07696	-0.05827	-0.05766	0.00037	0.00023	-0.02407	-0.03850	0.04066	-0.08267	0.04234	-0.00849	-0.03702	-0.03127	0.09054	-0.08340	0.02672	-0.01767	-0.00232	-0.02728	-0.00638	-0.01244	-0.02016	-0.00738	-0.06777	0.00376	-0.00234	-0.03281	-0.00225	-0.00172	-0.01100	0.00935	-0.00686	-0.02977	-0.00205	0.00111	0.01515	0.02114	-0.00865	-0.02943	-0.00615	-0.01377	0.00671	0.00671	-0.00018	-0.01906	-0.01337	-0.01671	0.00798	0.00478	0.00009	-0.01857	-0.01467
2555	-0.00210	-0.05080	-0.00389	-0.01899	-0.09203	-0.06101	-0.07160	-0.05064	-0.00082	-0.04222	-0.07865	-0.04466	0.08127	-0.08760	0.04156	-0.05042	-0.05420	-0.04577	0.10495	-0.10137	0.02138	0.01381	-0.03670	-0.00715	0.01044	-0.03148	-0.01147	-0.00826	-0.06695	-0.00599	0.01059	-0.06467	-0.00466	-0.00052	-0.02811	0.00752	-0.00806	-0.05081	-0.00727	-0.01102	0.01202	0.02437	-0.02314	-0.02551	-0.01627	-0.00728	0.00073	0.02409	-0.00724	-0.01764	-0.01938	-0.00976	0.00167	0.02439	-0.00610	-0.01560	-0.01831
2556	0.00287	-0.05608	-0.00468	-0.02509	-0.11295	-0.06175	-0.07793	-0.07451	0.00215	-0.09899	-0.13358	-0.06598	0.07023	-0.11166	0.04528	-0.09813	-0.07755	-0.05778	0.08297	-0.11525	0.01636	0.04604	-0.07308	0.02763	0.02402	-0.05041	0.01070	0.00705	-0.04967	-0.01201	0.02937	-0.08631	-0.00263	0.00726	-0.04609	0.00850	-0.00671	-0.06451	-0.00673	-0.02566	0.00411	0.02528	-0.03997	-0.02072	-0.02144	0.00801	-0.00506	0.03571	-0.01441	-0.00789	-0.02441	0.00796	-0.00510	0.03673	-0.01308	-0.00551	-0.02250
2557	0.00891	-0.05219	0.00248	-0.05932	-0.12248	-0.07731	-0.08635	-0.11102	0.02666	-0.12454	-0.15021	-0.08550	0.01899	-0.13782	0.05852	-0.11118	-0.08054	-0.05693	0.03803	-0.11832	0.02178	0.05936	-0.09585	0.06286	0.02748	-0.06029	0.03509	0.02763	-0.02397	-0.00817	0.04697	-0.08894	0.00906	0.01497	-0.05925	0.01453	-0.00705	-0.06802	0.00628	-0.03346	-0.00493	0.02721	-0.05279	-0.01626	-0.01690	0.01182	-0.00378	0.02861	-0.00981	0.01001	-0.03044	0.01382	-0.00446	0.02718	-0.00899	0.01147	-0.02933
2558	0.00798	-0.04227	0.01565	-0.11259	-0.13474	-0.08904	-0.06661	-0.14117	0.05469	-0.10006	-0.13249	-0.07950	-0.00281	-0.15613	0.06598	-0.07732	-0.07082	-0.03646	0.00621	-0.10862	0.03372	0.04485	-0.09184	0.07710	0.01929	-0.05609	0.04695	0.02917	-0.00696	0.00612	0.04567	-0.06645	0.02630	0.01407	-0.05763	0.01970	-0.01289	-0.05960	0.02968	-0.02665	-0.01193	0.02715	-0.05172	-0.01733	0.00104	-0.00386	0.00333	0.01047	0.00596	0.02452	-0.02729	-0.00141	0.00261	0.00624	0.00594	0.02448	-0.02809
2559	0.00020	-0.03252	0.02726	-0.15193	-0.16050	-0.08583	0.00967	-0.15984	0.04895	-0.05366	-0.11651	-0.04416	0.04325	-0.16685	0.04850	-0.01881	-0.07172	0.00124	0.01346	-0.09551	0.04272	0.01048	-0.06035	0.06204	0.00322	-0.04014	0.04297	0.01043	-0.01019	0.02497	0.02051	-0.02335	0.03702	0.00603	-0.03706	0.01796	-0.02253	-0.04142	0.04795	-0.00823	-0.01730	0.01956	-0.03869	-0.02887	0.02400	-0.02492	0.00408	-0.00256	0.01513	0.02155	-0.01030	-0.02355	0.00375	-0.00663	0.01469	0.02078	-0.01268
2560	-0.00471	-0.02572	0.03107	-0.15064	-0.18295	-0.07620	0.11013	-0.16736	0.00252	-0.01693	-0.11280	-0.00096	0.11864	-0.17108	0.01459	0.04502	-0.07465	0.05117	0.04655	-0.09273	0.05325	-0.02560	-0.02019	0.03277	-0.01393	-0.02413	0.03393	-0.00579	-0.02513	0.04069	-0.00755	0.02045	0.03165	0.00040	-0.00853	0.00880	-0.02701	-0.01973	0.04553	0.01172	-0.02168	0.00437	-0.02825	-0.04480	0.03522	-0.03380	-0.00737	-0.00761	0.00281	0.00249	0.00973	-0.03439	-0.00706	-0.00904	0.00282	0.00253	0.00763
2561	-0.00137	-0.02081	0.02793	-0.12145	-0.18652	-0.07709	0.16368	-0.16171	-0.04081	-0.00363	-0.10739	0.02678	0.14932	-0.16429	0.00054	0.09299	-0.05845	0.10039	0.06542	-0.10146	0.07873	-0.04223	0.00163	0.01358	-0.02160	-0.02062	0.03135	-0.00508	-0.03170	0.04801	-0.01242	0.04069	0.01431	0.00169	0.00840	-0.00425	-0.02023	-0.00245	0.02660	0.02141	-0.02339	-0.01188	-0.03214	-0.05077	0.02892	-0.02639	-0.01867	-0.00878	-0.02175	-0.01493	0.02158	-0.02873	-0.01782	-0.00746	-0.02085	-0.01331	0.02156
2562	0.00400	-0.01853	0.02370	-0.09583	-0.19770	-0.09948	0.14142	-0.14293	-0.03551	-0.02715	-0.11445	0.03551	0.10355	-0.14387	0.02978	0.08435	-0.04324	0.12210	0.04670	-0.10816	0.11317	-0.02837	-0.00531	0.01456	-0.01172	-0.02848	0.03408	0.00592	-0.02289	0.04599	0.00486	0.02955	0.00044	0.00393	0.00604	-0.01392	-0.00978	0.00190	0.01159	0.01418	-0.02020	-0.02025	-0.04514	-0.04327	0.01678	-0.00522	-0.01709	-0.00312	-0.03381	-0.01734	0.02511	-0.00779	-0.01625	-0.00001	-0.03259	-0.01515	0.02685
2563	0.00378	-0.02021	0.02312	-0.09410	-0.24630	-0.13157	0.09862	-0.12154	0.00991	-0.08328	-0.15877	0.03603	0.03126	-0.11875	0.08166	0.01033	-0.06558	0.10200	0.00863	-0.10043	0.12862	0.00159	-0.02412	0.02435	0.00885	-0.03366	0.03222	0.01511	-0.00993	0.03937	0.01655	0.00366	0.00092	0.00145	-0.00286	-0.01121	-0.00904	-0.00866	0.01296	-0.00133	-0.01116	-0.01376	-0.04920	-0.03381	0.01248	0.02280	-0.00858	0.01011	-0.02281	-0.01073	0.02333	0.02168	-0.00833	0.01359	-0.02238	-0.00996	0.02439
2564	-0.00036	-0.02165	0.02641	-0.12038	-0.30541	-0.14668	0.10858	-0.11096	0.04719	-0.12900	-0.21341	0.03598	0.00931	-0.10127	0.11063	-0.06573	-0.11042	0.06294	-0.00770	-0.07852	0.10711	0.01921	-0.03086	0.02672	0.02173	-0.02776	0.02291	0.01729	-0.00246	0.03505	0.00447	-0.01218	0.01228	-0.00162	-0.00171	0.00592	-0.01784	-0.02255	0.02365	-0.00722	0.00228	0.00658	-0.03214	-0.02945	0.01758	0.03988	-0.00493	0.02125	-0.00245	-0.00931	0.01696	0.04036	-0.00522	0.02302	-0.00331	-0.01085	0.01546
2565	0.00000	-0.01675	0.02955	-0.15398	-0.31934	-0.13617	0.15504	-0.10509	0.05528	-0.12682	-0.22542	0.03181	0.04666	-0.08880	0.09705	-0.07868	-0.12654	0.03955	0.01893	-0.05124	0.06216	0.01624	-0.02131	0.01983	0.01857	-0.01731	0.01515	0.01512	0.00103	0.03445	-0.01502	-0.00770	0.02270	0.00390	0.01152	0.02717	-0.01965	-0.02445	0.02832	0.00235	0.01531	0.02840	-0.00008	-0.02385	0.02317	0.03182	-0.00741	0.02101	0.00853	-0.01590	0.00850	0.03286	-0.00775	0.01973	0.00696	-0.01870	0.00525
2566	0.00884	-0.00722	0.02647	-0.16430	-0.27989	-0.12008	0.15661	-0.08416	0.05875	-0.09626	-0.19376	0.01751	0.08318	-0.06790	0.06330	-0.04265	-0.10093	0.03915	0.06524	-0.02697	0.02422	0.01148	-0.00889	0.01187	0.00987	-0.01125	0.01471	0.01418	0.00186	0.03098	-0.01358	0.00662	0.02187	0.02094	0.02683	0.03618	-0.00271	-0.01294	0.01865	0.01570	0.02530	0.03629	0.02942	-0.01102	0.01955	0.00801	-0.01048	0.01122	0.00670	-0.02101	0.00110	0.00915	-0.01074	0.00793	0.00535	-0.02339	-0.00156
2567	0.02026	0.00032	0.01293	-0.15491	-0.23472	-0.12201	0.11401	-0.05408	0.06658	-0.08351	-0.16170	-0.00470	0.08358	-0.04185	0.03407	-0.01551	-0.06692	0.04280	0.09020	-0.01261	0.00774	0.01805	-0.00262	0.00375	0.00847	-0.00865	0.01235	0.01491	-0.00179	0.01695	0.00995	0.01608	0.00630	0.04146	0.03825	0.02398	0.02350	0.00054	-0.00136	0.02257	0.03717	0.02500	0.04369	0.00358	0.00489	-0.00984	-0.00817	-0.00181	0.00289	-0.01694	-0.00603	-0.00817	-0.00867	-0.00456	0.00220	-0.01815	-0.00686
2568	0.02625	0.00513	-0.00858	-0.16473	-0.22122	-0.15192	0.12398	-0.04736	0.04799	-0.09621	-0.14418	-0.02947	0.07822	-0.03208	0.00679	-0.01370	-0.04583	0.03416	0.08523	-0.01326	-0.00263	0.02537	0.00205	-0.00976	0.01466	-0.00232	-0.00259	0.01313	-0.00554	-0.00734	0.03067	0.01944	-0.01771	0.05340	0.04989	-0.00149	0.04054	0.00820	-0.02060	0.02548	0.05542	0.00390	0.04387	0.01002	-0.01244	-0.01491	0.00193	-0.01656	0.00485	-0.00586	-0.01304	-0.01289	0.00118	-0.01741	0.00465	-0.00623	-0.01270
2569	0.02647	0.01085	-0.02786	-0.21701	-0.22959	-0.20222	0.20358	-0.06843	-0.00764	-0.10493	-0.11796	-0.05379	0.09901	-0.04362	-0.02679	-0.00692	-0.02759	0.01757	0.07827	-0.02431	-0.02724	0.02128	0.01242	-0.02648	0.02070	0.01056	-0.02445	0.00981	-0.00261	-0.03136	0.03240	0.02094	-0.03633	0.05126	0.06385	-0.01938	0.04449	0.01107	-0.03159	0.02914	0.07432	-0.00889	0.04153	0.00850	-0.02191	-0.01712	0.01423	-0.02858	0.00773	0.00523	-0.01398	-0.01574	0.01366	-0.02812	0.00773	0.00522	-0.01357
2570	0.02579	0.01637	-0.03441	-0.28784	-0.23696	-0.24055	0.23270	-0.07489	-0.05955	-0.09547	-0.08048	-0.07215	0.13016	-0.05228	-0.05439	0.02095	-0.00791	0.00745	0.08914	-0.03041	-0.05928	0.01121	0.02555	-0.04098	0.02132	0.02312	-0.04110	0.01094	0.00369	-0.04285	0.01904	0.01816	-0.03904	0.03871	0.07442	-0.01196	0.04597	0.01178	-0.03637	0.03421	0.08433	0.00246	0.05017	0.00910	-0.02158	-0.02001	0.01575	-0.02500	0.00503	0.01249	-0.00475	-0.01960	0.01556	-0.02445	0.00503	0.01248	-0.00437
2571	0.02500	0.01856	-0.02815	-0.32994	-0.24432	-0.24481	0.13039	-0.03243	-0.06962	-0.08677	-0.06574	-0.08054	0.14329	-0.03542	-0.06050	0.04496	-0.00161	0.00360	0.10617	-0.01908	-0.07519	0.00805	0.03023	-0.05499	0.01806	0.02568	-0.05296	0.01590	0.00467	-0.04038	-0.00399	0.01191	-0.02885	0.02270	0.08157	0.02010	0.05017	0.01205	-0.04180	0.04308	0.08678	0.03844	0.07487	0.01425	-0.01797	-0.01282	-0.00116	0.00043	0.00107	0.01541	0.00822	-0.01262	-0.00123	0.00041	0.00077	0.01487	0.00883
2572	0.02129	0.02032	-0.02069	-0.32877	-0.26699	-0.24173	-0.02445	0.03536	-0.04832	-0.10112	-0.09279	-0.08746	0.13699	0.00031	-0.05334	0.03328	-0.01359	-0.01116	0.11149	0.00885	-0.07398	0.01829	0.02202	-0.06968	0.01918	0.02034	-0.06821	0.01712	-0.00004	-0.03578	-0.03422	0.01223	-0.01993	0.00843	0.09639	0.05671	0.05246	0.01596	-0.05159	0.05629	0.09729	0.08148	0.10791	0.01515	-0.01726	0.00735	-0.02527	0.03387	0.00542	0.01161	0.01556	0.00781	-0.02541	0.03305	0.00458	0.01011	0.01579
2573	0.01501	0.02612	-0.02423	-0.32242	-0.30464	-0.26154	-0.10097	0.07513	-0.03045	-0.14139	-0.13785	-0.10312	0.12162	0.03010	-0.05507	-0.01506	-0.02888	-0.04375	0.10642	0.04194	-0.08283	0.04247	0.01160	-0.07899	0.03388	0.02155	-0.08686	0.01111	-0.00600	-0.04251	-0.06154	0.02114	-0.02519	-0.00234	0.12526	0.07521	0.05237	0.02646	-0.06593	0.06393	0.13146	0.11152	0.13753	0.00899	-0.02182	0.02226	-0.03838	0.05110	0.01935	-0.00379	0.01537	0.02275	-0.03848	0.04898	0.01817	-0.00588	0.01415
2574	0.00879	0.03366	-0.04132	-0.34507	-0.33393	-0.28637	-0.06757	0.07080	-0.04091	-0.18886	-0.16563	-0.12037	0.10144	0.04098	-0.07841	-0.06607	-0.03414	-0.07513	0.10367	0.06674	-0.11926	0.07719	0.01358	-0.08159	0.06184	0.03798	-0.10255	0.00006	-0.01406	-0.06374	-0.07541	0.02446	-0.04735	-0.01256	0.15956	0.06860	0.05491	0.03932	-0.08565	0.05337	0.18673	0.12225	0.15828	0.00584	-0.03314	0.01454	-0.03754	0.04081	0.03326	-0.03025	0.01095	0.01549	-0.03774	0.03669	0.03230	-0.03189	0.00805
2575	0.00394	0.03942	-0.06410	-0.38335	-0.33267	-0.28444	0.01852	0.05023	-0.08617	-0.20847	-0.16060	-0.12461	0.08997	0.04110	-0.12162	-0.06981	-0.02540	-0.08121	0.11088	0.07413	-0.16489	0.11055	0.03205	-0.09110	0.08998	0.06158	-0.11629	-0.01243	-0.02416	-0.09081	-0.08005	0.01409	-0.07773	-0.02698	0.18720	0.04928	0.06027	0.05035	-0.10998	0.02739	0.24275	0.12285	0.17094	0.01698	-0.04965	-0.00815	-0.03262	0.01811	0.03568	-0.05308	0.00552	-0.00559	-0.03342	0.01215	0.03532	-0.05361	0.00150
2576	0.00174	0.04611	-0.08058	-0.41084	-0.30898	-0.26302	0.10720	0.04245	-0.15448	-0.17932	-0.13131	-0.11881	0.11195	0.04428	-0.17270	-0.00444	-0.00234	-0.06418	0.12929	0.06601	-0.18896	0.12349	0.06196	-0.12457	0.10213	0.08028	-0.13824	-0.02031	-0.02837	-0.11059	-0.08967	0.00249	-0.10119	-0.04467	0.20630	0.03947	0.06412	0.06110	-0.13171	0.00650	0.28155	0.13148	0.17935	0.04148	-0.06270	-0.02421	-0.03015	0.01428	0.02339	-0.05172	0.00316	-0.01963	-0.03180	0.00778	0.02327	-0.05178	-0.00138
