	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d
3328	-0.00019	0.00005	0.00030	-0.00968	0.00070	0.01347	-0.45534	0.32163	-0.26716	0.00385	-0.00734	0.01068	0.00482	-0.00045	0.01092	0.00296	-0.00161	0.00091	0.00184	0.00851	0.01986	0.00393	0.00814	0.02309	0.00086	0.00132	0.00671	-0.00153	0.01163	-0.03560	-0.00939	0.24214	-0.16241	0.02267	-0.01608	-0.00449	0.00216	0.00016	0.00025	0.00216	0.00016	0.00025	0.00003	-0.00000	-0.00001	0.08613	-0.02300	-0.00035	0.04201	0.00161	0.00226	0.00123	0.00002	0.00003	0.00123	0.00002	0.00003	-0.00002	-0.00000	-0.00000	-0.15639	5.54698	-1.89586
3329	-0.00017	0.00005	0.00019	-0.00825	0.00140	0.00862	-0.44505	0.37353	-0.26464	0.00535	-0.00834	0.01065	0.00452	-0.00116	0.00945	0.00330	-0.00215	0.00036	0.00120	0.00899	0.01735	0.00328	0.00656	0.01990	0.00014	0.00166	0.00725	-0.00356	0.01200	-0.03836	0.03314	0.19721	-0.15521	0.02447	-0.01649	-0.00643	0.00242	-0.00242	0.00274	0.00242	-0.00242	0.00274	0.00003	-0.00002	0.00001	0.08274	-0.01646	-0.00042	0.04344	-0.00040	0.00221	0.00086	0.00013	0.00016	0.00086	0.00013	0.00016	-0.00002	0.00000	-0.00000	0.31638	5.16496	-1.89962
3330	-0.00012	-0.00007	0.00003	-0.00535	-0.00265	0.00164	-0.41023	0.40569	-0.22960	0.00392	-0.01171	0.00997	0.00434	-0.00240	0.00804	0.00279	-0.00236	0.00070	0.00097	0.00895	0.01630	0.00241	0.00761	0.01831	-0.00015	0.00175	0.00568	-0.00368	0.01034	-0.03823	0.04984	0.14894	-0.14695	0.03009	-0.01506	-0.00987	0.00236	-0.00581	0.00321	0.00236	-0.00581	0.00321	0.00003	-0.00003	0.00001	0.08768	-0.01088	-0.01879	0.04515	0.00113	-0.00012	0.00016	-0.00018	0.00084	0.00016	-0.00018	0.00084	-0.00002	-0.00000	0.00000	0.55216	4.67194	-1.72542
3331	-0.00012	-0.00021	-0.00012	-0.00499	-0.00764	-0.00433	-0.36956	0.40327	-0.17162	0.00199	-0.01264	0.00761	0.00482	-0.00477	0.00656	0.00117	-0.00229	0.00212	0.00188	0.00794	0.01499	0.00098	0.00959	0.01811	0.00092	0.00144	0.00288	-0.00349	0.00565	-0.03280	0.05367	0.11267	-0.12913	0.03814	-0.01414	-0.01140	0.00213	-0.00915	0.00205	0.00213	-0.00915	0.00205	0.00003	-0.00003	0.00000	0.10326	-0.01372	-0.04763	0.04673	0.00447	-0.00357	-0.00032	-0.00071	0.00178	-0.00032	-0.00071	0.00178	-0.00001	-0.00001	0.00000	0.69124	4.17415	-1.37364
3332	-0.00009	-0.00022	-0.00011	-0.00364	-0.00833	-0.00383	-0.35193	0.38974	-0.11010	0.00147	-0.00848	0.00387	0.00630	-0.00720	0.00532	-0.00072	-0.00201	0.00333	0.00404	0.00504	0.01276	-0.00007	0.01029	0.01846	0.00251	0.00094	0.00091	-0.00397	0.00122	-0.02396	0.05965	0.09243	-0.10452	0.04503	-0.01584	-0.00959	0.00186	-0.01128	0.00072	0.00186	-0.01128	0.00072	0.00003	-0.00003	-0.00000	0.11830	-0.02584	-0.06165	0.04801	0.00630	-0.00489	-0.00021	-0.00099	0.00192	-0.00021	-0.00099	0.00192	-0.00001	-0.00002	0.00001	1.01867	3.78827	-0.98595
3333	0.00002	-0.00008	0.00008	0.00104	-0.00364	0.00399	-0.35983	0.40502	-0.07041	0.00138	-0.00280	0.00089	0.00774	-0.00793	0.00519	-0.00172	-0.00163	0.00316	0.00670	0.00097	0.01004	0.00015	0.00936	0.01798	0.00285	0.00071	0.00092	-0.00438	-0.00052	-0.01699	0.07059	0.07322	-0.07704	0.04795	-0.01735	-0.00668	0.00167	-0.01170	0.00021	0.00167	-0.01170	0.00021	0.00003	-0.00003	-0.00000	0.12376	-0.03966	-0.04991	0.04823	0.00527	-0.00303	0.00033	-0.00085	0.00091	0.00033	-0.00085	0.00091	-0.00001	-0.00001	0.00000	1.58507	3.52836	-0.72833
3334	0.00009	0.00011	0.00029	0.00348	0.00252	0.01244	-0.36559	0.45938	-0.06441	0.00086	-0.00060	0.00054	0.00818	-0.00649	0.00625	-0.00149	-0.00114	0.00194	0.00871	-0.00183	0.00749	0.00101	0.00777	0.01650	0.00154	0.00066	0.00202	-0.00358	-0.00147	-0.01547	0.08786	0.03843	-0.05117	0.04611	-0.01449	-0.00587	0.00162	-0.01076	0.00016	0.00162	-0.01076	0.00016	0.00002	-0.00003	-0.00000	0.12159	-0.04317	-0.02260	0.04688	0.00240	0.00017	0.00096	-0.00042	-0.00073	0.00096	-0.00042	-0.00073	-0.00001	-0.00001	-0.00000	2.20656	3.32584	-0.62141
3335	0.00001	0.00017	0.00035	-0.00073	0.00484	0.01521	-0.35928	0.51773	-0.09117	0.00091	-0.00228	0.00237	0.00779	-0.00377	0.00709	-0.00045	-0.00052	0.00073	0.00919	-0.00190	0.00541	0.00117	0.00598	0.01502	0.00015	0.00025	0.00256	-0.00164	-0.00397	-0.01870	0.11634	-0.01112	-0.03188	0.04045	-0.00753	-0.00774	0.00177	-0.00935	-0.00006	0.00177	-0.00935	-0.00006	0.00003	-0.00003	-0.00000	0.11559	-0.02636	0.00233	0.04517	-0.00105	0.00217	0.00156	0.00006	-0.00227	0.00156	0.00006	-0.00227	-0.00001	-0.00000	-0.00001	2.72167	3.15422	-0.58437
3336	-0.00013	0.00007	0.00030	-0.00695	0.00140	0.01354	-0.36996	0.54355	-0.14740	0.00191	-0.00474	0.00415	0.00695	-0.00136	0.00643	0.00075	-0.00007	0.00014	0.00787	0.00011	0.00378	0.00034	0.00364	0.01370	0.00021	-0.00057	0.00220	-0.00006	-0.00685	-0.02306	0.15323	-0.06176	-0.01916	0.03357	-0.00038	-0.01031	0.00207	-0.00841	-0.00043	0.00207	-0.00841	-0.00043	0.00003	-0.00004	-0.00000	0.10496	0.00712	0.00962	0.04525	-0.00442	0.00150	0.00205	0.00030	-0.00297	0.00205	0.00030	-0.00297	-0.00001	0.00000	-0.00001	3.08793	3.01230	-0.57579
3337	-0.00015	-0.00007	0.00025	-0.00722	-0.00388	0.01171	-0.41308	0.54415	-0.20854	0.00295	-0.00581	0.00448	0.00558	-0.00061	0.00448	0.00159	-0.00024	0.00016	0.00560	0.00225	0.00232	-0.00048	0.00111	0.01144	0.00140	-0.00109	0.00177	0.00028	-0.00850	-0.02406	0.18634	-0.10286	-0.00870	0.02863	0.00486	-0.01213	0.00216	-0.00841	-0.00058	0.00216	-0.00841	-0.00058	0.00004	-0.00003	-0.00000	0.09033	0.03815	-0.00354	0.04768	-0.00726	-0.00126	0.00232	0.00016	-0.00247	0.00232	0.00016	-0.00247	-0.00002	0.00000	-0.00001	3.35293	2.81240	-0.56617
3338	0.00001	-0.00010	0.00023	0.00010	-0.00522	0.01054	-0.45543	0.54104	-0.21929	0.00385	-0.00544	0.00416	0.00398	-0.00129	0.00271	0.00175	-0.00082	0.00049	0.00418	0.00225	0.00051	-0.00047	-0.00037	0.00788	0.00210	-0.00079	0.00178	-0.00007	-0.00998	-0.01956	0.20625	-0.13311	0.00298	0.02750	0.00985	-0.01364	0.00166	-0.00892	-0.00033	0.00166	-0.00892	-0.00033	0.00003	-0.00003	-0.00000	0.07464	0.05057	-0.02251	0.05097	-0.00956	-0.00376	0.00236	-0.00007	-0.00142	0.00236	-0.00007	-0.00142	-0.00002	-0.00000	-0.00001	3.61095	2.44275	-0.47156
3339	0.00021	0.00001	0.00020	0.00924	-0.00110	0.00881	-0.45910	0.52004	-0.15079	0.00498	-0.00416	0.00448	0.00284	-0.00186	0.00234	0.00111	-0.00096	0.00072	0.00455	-0.00061	-0.00166	-0.00019	-0.00024	0.00439	0.00148	-0.00003	0.00186	-0.00218	-0.01206	-0.01196	0.21399	-0.15875	0.01755	0.02924	0.01660	-0.01551	0.00065	-0.00864	0.00028	0.00065	-0.00864	0.00028	0.00001	-0.00003	0.00000	0.06159	0.04301	-0.02409	0.05324	-0.01153	-0.00335	0.00215	-0.00010	-0.00088	0.00215	-0.00010	-0.00088	-0.00002	-0.00000	-0.00001	3.89811	1.94398	-0.23839
3340	0.00032	0.00020	0.00019	0.01398	0.00630	0.00750	-0.42882	0.46206	-0.06153	0.00545	-0.00209	0.00494	0.00217	-0.00144	0.00310	-0.00002	-0.00040	0.00056	0.00510	-0.00386	-0.00317	-0.00063	0.00049	0.00238	0.00035	0.00052	0.00169	-0.00833	-0.01402	-0.00485	0.21629	-0.18710	0.03453	0.03038	0.02440	-0.01734	-0.00014	-0.00667	0.00103	-0.00014	-0.00667	0.00103	-0.00000	-0.00003	0.00000	0.05975	0.02179	0.00384	0.05321	-0.01308	0.00088	0.00162	0.00007	-0.00111	0.00162	0.00007	-0.00111	-0.00001	0.00000	-0.00001	4.12162	1.48324	0.06920
3341	0.00028	0.00038	0.00024	0.01189	0.01372	0.00885	-0.40610	0.40075	-0.05494	0.00456	0.00029	0.00434	0.00135	-0.00077	0.00346	-0.00085	0.00013	0.00014	0.00352	-0.00392	-0.00310	-0.00168	0.00025	0.00168	-0.00010	0.00054	0.00150	-0.01665	-0.01606	0.00047	0.21701	-0.22034	0.05250	0.02831	0.03103	-0.01820	-0.00001	-0.00376	0.00147	-0.00001	-0.00376	0.00147	-0.00000	-0.00003	0.00001	0.07592	-0.00179	0.04752	0.05061	-0.01382	0.00661	0.00088	0.00031	-0.00167	0.00088	0.00031	-0.00167	-0.00000	0.00000	-0.00001	4.14758	1.16002	0.33157
3342	0.00009	0.00045	0.00032	0.00278	0.01649	0.01235	-0.42200	0.39746	-0.16191	0.00378	0.00181	0.00334	0.00014	-0.00104	0.00274	-0.00084	-0.00015	-0.00036	0.00000	-0.00067	-0.00203	-0.00253	-0.00131	0.00114	0.00040	0.00021	0.00153	-0.02137	-0.01798	0.00309	0.21382	-0.25836	0.07255	0.02425	0.03566	-0.01786	0.00084	-0.00144	0.00139	0.00084	-0.00144	0.00139	0.00001	-0.00003	0.00001	0.10092	-0.01164	0.07565	0.04709	-0.01293	0.00976	0.00020	0.00044	-0.00236	0.00020	0.00044	-0.00236	0.00000	0.00001	-0.00001	3.92823	0.91624	0.49069
3343	-0.00019	0.00032	0.00033	-0.01023	0.01176	0.01378	-0.44497	0.46750	-0.28676	0.00440	0.00184	0.00336	-0.00097	-0.00249	0.00189	-0.00028	-0.00120	-0.00077	-0.00301	0.00182	-0.00099	-0.00264	-0.00259	0.00001	0.00094	0.00010	0.00164	-0.01912	-0.01799	0.00205	0.20021	-0.30068	0.09573	0.02180	0.03924	-0.01716	0.00157	-0.00044	0.00098	0.00157	-0.00044	0.00098	0.00003	-0.00001	0.00000	0.11485	-0.00099	0.06682	0.04515	-0.00900	0.00838	-0.00017	0.00030	-0.00358	-0.00017	0.00030	-0.00358	-0.00001	0.00000	-0.00001	3.55356	0.63407	0.59859
3344	-0.00039	0.00010	0.00020	-0.01902	0.00374	0.00931	-0.40400	0.55868	-0.29480	0.00505	0.00133	0.00370	-0.00135	-0.00414	0.00166	0.00025	-0.00223	-0.00068	-0.00379	0.00022	-0.00006	-0.00198	-0.00201	-0.00143	0.00047	0.00051	0.00173	-0.01195	-0.01579	-0.00029	0.17188	-0.33667	0.12010	0.02348	0.04230	-0.01664	0.00167	-0.00041	0.00067	0.00167	-0.00041	0.00067	0.00003	0.00000	0.00000	0.11092	0.01888	0.02776	0.04516	-0.00087	0.00437	-0.00016	-0.00012	-0.00564	-0.00016	-0.00012	-0.00564	-0.00002	-0.00000	-0.00002	3.20698	0.33804	0.75336
3345	-0.00037	-0.00002	0.00001	-0.01703	-0.00001	0.00083	-0.28675	0.60050	-0.16687	0.00374	0.00155	0.00223	-0.00096	-0.00455	0.00100	0.00047	-0.00246	0.00023	-0.00250	-0.00408	0.00075	-0.00089	-0.00031	-0.00216	-0.00086	0.00099	0.00198	-0.00534	-0.01346	0.00112	0.13597	-0.34486	0.13854	0.02814	0.04378	-0.01587	0.00127	-0.00044	0.00084	0.00127	-0.00044	0.00084	0.00002	0.00002	0.00000	0.10316	0.03165	-0.01064	0.04481	0.00966	0.00147	0.00011	-0.00057	-0.00842	0.00011	-0.00057	-0.00842	-0.00003	-0.00001	-0.00003	3.02466	0.24514	0.95122
3346	-0.00016	0.00005	-0.00009	-0.00725	0.00297	-0.00413	-0.17162	0.55982	-0.04110	0.00066	0.00271	-0.00147	-0.00043	-0.00326	-0.00114	0.00044	-0.00178	0.00138	-0.00036	-0.00724	0.00077	0.00005	0.00034	-0.00145	-0.00177	0.00078	0.00225	-0.00409	-0.01242	0.00733	0.11290	-0.31433	0.13528	0.03175	0.04197	-0.01527	0.00077	0.00009	0.00159	0.00077	0.00009	0.00159	0.00001	0.00002	0.00000	0.10670	0.03504	-0.01145	0.04210	0.01673	0.00245	0.00042	-0.00057	-0.01179	0.00042	-0.00057	-0.01179	-0.00003	-0.00001	-0.00004	3.00971	0.50899	1.04393
3347	0.00005	0.00022	0.00002	0.00166	0.00873	-0.00004	-0.14384	0.44782	-0.05663	-0.00214	0.00420	-0.00502	-0.00027	-0.00121	-0.00355	0.00042	-0.00077	0.00153	0.00110	-0.00731	-0.00003	0.00054	-0.00108	0.00017	-0.00141	-0.00034	0.00194	-0.00854	-0.01234	0.01293	0.11993	-0.25705	0.10307	0.03153	0.03616	-0.01562	0.00048	0.00070	0.00245	0.00048	0.00070	0.00245	0.00001	0.00000	0.00001	0.12109	0.04389	0.03827	0.03751	0.01527	0.00686	0.00069	0.00014	-0.01562	0.00069	0.00014	-0.01562	-0.00002	-0.00000	-0.00005	3.09845	1.00618	0.92604
3348	0.00017	0.00031	0.00022	0.00662	0.01103	0.00839	-0.20620	0.30699	-0.17887	-0.00286	0.00479	-0.00552	-0.00022	0.00044	-0.00371	0.00055	-0.00002	0.00026	0.00055	-0.00498	-0.00054	0.00055	-0.00333	0.00109	-0.00038	-0.00162	0.00096	-0.01495	-0.01246	0.01330	0.15017	-0.19529	0.06407	0.02828	0.02781	-0.01544	0.00054	0.00062	0.00257	0.00054	0.00062	0.00257	0.00001	-0.00001	0.00001	0.13453	0.07009	0.10424	0.03349	0.00741	0.01073	0.00090	0.00103	-0.01883	0.00090	0.00103	-0.01883	0.00000	0.00001	-0.00006	3.23454	1.48859	0.71276
3349	0.00026	0.00018	0.00024	0.01137	0.00559	0.00984	-0.27836	0.20433	-0.24694	-0.00186	0.00311	-0.00277	0.00026	0.00109	-0.00115	0.00069	0.00030	-0.00113	-0.00242	-0.00175	-0.00018	-0.00036	-0.00397	-0.00022	0.00011	-0.00169	-0.00002	-0.01977	-0.01206	0.01109	0.17785	-0.14671	0.04805	0.02460	0.02020	-0.01284	0.00080	-0.00010	0.00142	0.00080	-0.00010	0.00142	0.00001	-0.00001	0.00000	0.13931	0.10306	0.12985	0.03185	0.00079	0.00993	0.00081	0.00136	-0.01950	0.00081	0.00136	-0.01950	0.00001	0.00001	-0.00006	3.36568	1.82797	0.62083
3350	0.00036	-0.00012	0.00002	0.01682	-0.00569	0.00072	-0.28068	0.19153	-0.17622	-0.00096	-0.00038	0.00047	0.00087	0.00073	0.00167	0.00055	0.00024	-0.00097	-0.00648	0.00072	0.00017	-0.00249	-0.00223	-0.00386	-0.00024	-0.00007	-0.00060	-0.02182	-0.01050	0.01149	0.18838	-0.11703	0.05716	0.02247	0.01577	-0.00881	0.00087	-0.00088	-0.00030	0.00087	-0.00088	-0.00030	0.00001	-0.00000	-0.00000	0.14007	0.12041	0.09856	0.03187	-0.00013	0.00477	0.00002	0.00112	-0.01681	0.00002	0.00112	-0.01681	-0.00001	0.00001	-0.00006	3.44331	2.04518	0.70821
3351	0.00036	-0.00039	-0.00022	0.01828	-0.01563	-0.00887	-0.21963	0.24906	-0.04199	-0.00134	-0.00258	0.00126	0.00089	-0.00004	0.00232	0.00019	-0.00002	0.00063	-0.00887	0.00070	-0.00061	-0.00476	-0.00045	-0.00734	-0.00044	0.00174	-0.00081	-0.02085	-0.00752	0.01426	0.19101	-0.09788	0.07044	0.02208	0.01355	-0.00564	0.00052	-0.00149	-0.00127	0.00052	-0.00149	-0.00127	0.00001	0.00001	-0.00000	0.14234	0.11514	0.05448	0.03208	0.00217	0.00026	-0.00151	0.00096	-0.01322	-0.00151	0.00096	-0.01322	-0.00003	0.00001	-0.00005	3.43046	2.23377	0.82792
3352	0.00027	-0.00047	-0.00020	0.01398	-0.01895	-0.00732	-0.17005	0.29956	0.03796	-0.00316	-0.00077	-0.00132	0.00031	-0.00019	0.00061	-0.00001	-0.00011	0.00202	-0.00760	-0.00267	-0.00206	-0.00546	-0.00130	-0.00704	0.00017	0.00163	-0.00067	-0.01737	-0.00342	0.01495	0.20040	-0.07456	0.07213	0.02199	0.01018	-0.00378	-0.00007	-0.00194	-0.00088	-0.00007	-0.00194	-0.00088	-0.00000	0.00001	-0.00000	0.14600	0.10104	0.04645	0.03199	0.00358	0.00041	-0.00281	0.00134	-0.01313	-0.00281	0.00134	-0.01313	-0.00004	0.00002	-0.00005	3.29526	2.47721	0.82095
3353	0.00018	-0.00039	0.00005	0.00897	-0.01684	0.00379	-0.16838	0.28550	0.04184	-0.00583	0.00451	-0.00592	-0.00045	0.00068	-0.00209	0.00020	0.00014	0.00216	-0.00382	-0.00839	-0.00237	-0.00418	-0.00398	-0.00255	0.00093	-0.00043	-0.00021	-0.01315	0.00066	0.01175	0.21465	-0.04384	0.06446	0.02066	0.00428	-0.00203	-0.00043	-0.00200	0.00029	-0.00043	-0.00200	0.00029	-0.00001	0.00000	0.00000	0.14848	0.09200	0.07005	0.03083	0.00407	0.00385	-0.00270	0.00195	-0.01775	-0.00270	0.00195	-0.01775	-0.00002	0.00002	-0.00006	3.02024	2.72556	0.67962
3354	0.00018	-0.00029	0.00025	0.00875	-0.01393	0.01217	-0.16873	0.21342	0.02818	-0.00749	0.00981	-0.00953	-0.00124	0.00175	-0.00422	0.00039	0.00051	0.00139	-0.00068	-0.01405	-0.00034	-0.00236	-0.00503	0.00222	0.00091	-0.00223	0.00007	-0.00874	0.00317	0.00673	0.21439	-0.02100	0.05577	0.01834	-0.00149	-0.00036	-0.00035	-0.00131	0.00118	-0.00035	-0.00131	0.00118	-0.00001	-0.00000	0.00000	0.13925	0.08526	0.08435	0.02654	0.00688	0.00671	-0.00157	0.00208	-0.02298	-0.00157	0.00208	-0.02298	0.00000	0.00002	-0.00008	2.64180	2.80797	0.49832
3355	0.00029	-0.00028	0.00023	0.01382	-0.01341	0.01110	-0.12159	0.12122	0.02895	-0.00624	0.01164	-0.00956	-0.00200	0.00197	-0.00492	0.00007	0.00066	0.00030	-0.00031	-0.01746	0.00329	-0.00131	-0.00283	0.00379	-0.00001	-0.00219	-0.00021	-0.00315	0.00415	0.00193	0.18821	-0.02017	0.04497	0.01680	-0.00415	-0.00041	-0.00006	0.00000	0.00129	-0.00006	0.00000	0.00129	-0.00000	-0.00000	0.00000	0.10889	0.07255	0.06941	0.01708	0.01291	0.00741	-0.00056	0.00151	-0.02412	-0.00056	0.00151	-0.02412	0.00002	0.00001	-0.00008	2.25952	2.67687	0.35000
3356	0.00044	-0.00033	0.00013	0.02097	-0.01520	0.00642	-0.04424	0.03331	0.03588	-0.00270	0.00974	-0.00654	-0.00260	0.00149	-0.00446	-0.00051	0.00059	-0.00072	-0.00249	-0.01792	0.00679	-0.00113	0.00038	0.00267	-0.00111	-0.00100	-0.00063	0.00298	0.00552	-0.00142	0.15124	-0.03075	0.02872	0.01654	-0.00413	-0.00240	0.00006	0.00110	0.00091	0.00006	0.00110	0.00091	0.00000	0.00000	0.00000	0.06876	0.05758	0.04006	0.00282	0.01901	0.00635	0.00022	0.00063	-0.02081	0.00022	0.00063	-0.02081	0.00003	-0.00000	-0.00007	1.94680	2.51135	0.28070
3357	0.00055	-0.00037	0.00011	0.02629	-0.01684	0.00567	0.01574	-0.03607	0.06026	-0.00010	0.00748	-0.00380	-0.00291	0.00142	-0.00376	-0.00077	0.00060	-0.00123	-0.00565	-0.01630	0.00891	-0.00139	0.00143	0.00123	-0.00161	-0.00024	-0.00057	0.00817	0.00823	-0.00141	0.12363	-0.02583	0.01603	0.01604	-0.00397	-0.00354	0.00008	0.00120	0.00037	0.00008	0.00120	0.00037	0.00000	0.00000	0.00000	0.03944	0.04957	0.01632	-0.01303	0.02201	0.00424	0.00139	-0.00004	-0.01573	0.00139	-0.00004	-0.01573	0.00003	-0.00001	-0.00005	1.67440	2.46808	0.33004
