	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d
1748	-6.85173	0.82982	-24.20496	-2.65067	5.30770	-89.75269	2.69120	-3.44784	-23.98630	-2.63099	0.74365	-89.75373	2.69120	-3.44784	-23.98630	-2.63099	0.74364	-89.75373	17.99070	-3.34084	-38.97040	-14.04732	14.96531	-67.62279	19.69945	-4.01759	-38.86904	-10.93432	-5.16513	-67.03256	-11.63318	8.68143	-49.33389	-8.77037	12.73052	-37.31065	12.91679	1.76659	-7.61100	-8.93625	4.48216	-6.40498	-7.79332	34.53594	-12.22187	-13.29230	-17.33086	-17.97268	56.17979	3.76452	-82.33844	81.87330	-17.24166	92.00447	69.13669	15.34987	-85.74976	80.49139	-20.12067	91.50861
1749	-6.70673	0.60093	-24.22849	-2.89796	5.11360	-89.66151	2.56743	-3.55787	-23.98852	-2.87261	0.81759	-89.66282	2.56743	-3.55787	-23.98852	-2.87261	0.81758	-89.66282	17.92881	-3.32625	-38.48207	-14.09052	14.96780	-67.93445	19.70188	-4.03123	-38.37702	-10.95206	-5.11881	-67.37506	-11.51568	8.57006	-49.29907	-8.68179	12.62666	-37.21106	12.88350	1.66582	-7.62933	-8.96586	4.39545	-6.45966	-7.59667	34.41433	-12.12346	-13.15619	-17.36557	-18.23942	56.32514	3.85529	-82.86691	82.08893	-17.49714	91.23928	68.95084	16.04020	-86.36662	81.35854	-19.17527	90.99260
1750	-6.56472	0.25679	-24.21501	-3.11464	5.12215	-89.64553	2.38939	-3.75159	-23.94125	-3.08847	0.88829	-89.64690	2.38939	-3.75159	-23.94125	-3.08847	0.88828	-89.64690	17.85886	-3.28727	-38.19196	-14.11383	14.97941	-68.19813	19.71964	-4.04519	-38.08233	-10.96521	-5.09364	-67.65936	-11.41067	8.48468	-49.26233	-8.61664	12.49963	-37.16482	12.80803	1.57425	-7.67566	-9.03676	4.32769	-6.53695	-7.54383	34.33756	-11.96760	-12.91729	-17.43197	-18.34645	56.43795	3.94887	-83.04372	82.37808	-17.59414	91.25641	68.82977	16.58580	-86.61726	81.80128	-18.88767	91.07156
1751	-6.34409	-0.01206	-24.16552	-3.28762	5.09338	-89.66351	2.21184	-3.83096	-23.87794	-3.26328	0.94613	-89.66479	2.21184	-3.83096	-23.87794	-3.26328	0.94613	-89.66479	17.78002	-3.23880	-38.14236	-14.10391	14.98080	-68.41242	19.75528	-4.06424	-38.02685	-10.98377	-5.09028	-67.87977	-11.34117	8.48799	-49.25322	-8.60150	12.38415	-37.18490	12.74053	1.46296	-7.76251	-9.09740	4.25669	-6.65928	-7.58779	34.26979	-11.79888	-12.61138	-17.56810	-18.22439	56.49616	4.02890	-82.33403	82.73573	-17.45060	91.87269	68.87933	16.83452	-85.96069	81.68918	-19.10407	91.52855
1752	-6.09448	-0.20544	-24.07887	-3.50454	4.83340	-89.63731	2.02625	-3.81460	-23.79342	-3.48033	1.00723	-89.63854	2.02625	-3.81460	-23.79342	-3.48033	1.00723	-89.63854	17.69077	-3.18345	-38.09518	-14.05365	14.98519	-68.62587	19.79932	-4.10772	-37.97210	-11.02302	-5.12586	-68.07888	-11.25736	8.57830	-49.29717	-8.62455	12.31990	-37.23412	12.71637	1.26290	-7.85181	-9.11219	4.10418	-6.81698	-7.70670	34.24237	-11.65012	-12.29331	-17.72562	-17.96617	56.54144	4.06237	-81.12045	83.16276	-17.14539	92.65505	69.02640	16.84597	-84.76606	81.23749	-19.43175	92.00910
1753	-6.14389	-0.28689	-23.98265	-3.68245	4.52953	-89.57107	1.91183	-3.85022	-23.69126	-3.65625	1.02892	-89.57233	1.91183	-3.85022	-23.69126	-3.65625	1.02892	-89.57233	17.58458	-3.11583	-37.96663	-13.99680	15.02059	-68.77891	19.85283	-4.19281	-37.83327	-11.08409	-5.20582	-68.19855	-11.13692	8.70948	-49.35540	-8.66013	12.29961	-37.25122	12.70741	0.97288	-7.85188	-9.11367	3.83497	-6.92512	-7.82265	34.29662	-11.52275	-11.99979	-17.83534	-17.72519	56.60167	4.10631	-80.33206	83.63605	-16.83401	93.44243	69.15503	16.64897	-83.93845	80.79292	-19.66326	92.48174
1754	-6.68150	-0.14334	-23.96140	-3.62825	4.53588	-89.52465	1.98139	-3.97067	-23.64969	-3.59853	0.95167	-89.52607	1.98139	-3.97067	-23.64969	-3.59853	0.95167	-89.52607	17.45993	-3.03523	-37.87715	-13.98954	15.08489	-68.72449	19.93616	-4.30405	-37.73044	-11.14314	-5.29776	-68.10693	-11.02944	8.81335	-49.36517	-8.69364	12.27500	-37.20507	12.66638	0.68573	-7.75943	-9.15201	3.53403	-6.94607	-7.80426	34.41125	-11.42933	-11.75131	-17.88797	-17.58988	56.67975	4.22473	-80.38175	84.07491	-16.62871	94.29652	69.15417	16.20724	-83.85890	80.63890	-19.91628	93.12551
1755	-7.41023	0.15085	-24.05802	-3.33173	4.93289	-89.53059	2.17611	-4.10405	-23.72638	-3.29796	0.80879	-89.53229	2.17611	-4.10405	-23.72638	-3.29796	0.80879	-89.53229	17.31919	-2.95245	-37.87648	-14.04391	15.15049	-68.39667	20.06994	-4.39724	-37.71443	-11.17629	-5.35992	-67.75037	-10.98681	8.82543	-49.31878	-8.71918	12.21159	-37.12440	12.60136	0.51366	-7.69336	-9.21618	3.34974	-6.94870	-7.62691	34.54493	-11.38879	-11.55684	-17.92511	-17.53420	56.80422	4.37375	-80.89219	84.38042	-16.53209	95.13963	68.99602	15.61810	-84.16046	80.96247	-20.38233	93.95190
1756	-7.78363	0.40245	-24.19780	-3.00192	5.45610	-89.57521	2.33061	-4.11828	-23.86877	-2.96662	0.68984	-89.57710	2.33061	-4.11828	-23.86877	-2.96662	0.68984	-89.57710	17.15656	-2.89173	-37.89457	-14.11462	15.20400	-67.93894	20.25730	-4.44054	-37.71655	-11.18066	-5.37888	-67.27364	-11.00689	8.73511	-49.25967	-8.73598	12.12567	-37.06870	12.57586	0.48282	-7.72458	-9.23959	3.33271	-6.98921	-7.40624	34.66113	-11.35285	-11.41292	-17.98162	-17.49274	57.01100	4.48242	-81.44141	84.51242	-16.49159	95.59117	68.79620	15.16169	-84.50658	81.85307	-20.93113	94.64048
1757	-7.47979	0.53495	-24.26410	-2.86247	5.74782	-89.62038	2.37387	-3.88695	-23.97498	-2.82860	0.63014	-89.62226	2.37387	-3.88695	-23.97498	-2.82860	0.63014	-89.62226	16.97035	-2.87828	-37.85360	-14.15894	15.25235	-67.60506	20.47584	-4.43872	-37.65997	-11.15801	-5.37124	-66.93250	-11.04173	8.59461	-49.22990	-8.74970	12.05665	-37.07325	12.62878	0.49902	-7.77243	-9.18483	3.36553	-7.02768	-7.24534	34.69571	-11.21352	-11.29695	-18.08057	-17.44894	57.27127	4.58565	-82.07513	84.53148	-16.47801	95.35424	68.68172	15.08985	-85.03634	83.08696	-21.10990	94.82140
1758	-6.73835	0.61009	-24.22456	-2.96779	5.67875	-89.63445	2.36518	-3.47231	-23.99657	-2.93548	0.60814	-89.63623	2.36518	-3.47231	-23.99657	-2.93548	0.60814	-89.63623	16.78129	-2.91687	-37.74775	-14.18037	15.30559	-67.50283	20.68504	-4.41526	-37.54012	-11.09966	-5.37280	-66.83862	-11.04157	8.47167	-49.25320	-8.76681	12.01319	-37.13578	12.71197	0.46028	-7.74147	-9.10223	3.31806	-7.01331	-7.13193	34.61418	-10.94792	-11.17262	-18.24683	-17.42313	57.48224	4.77547	-82.81335	84.55225	-16.48526	94.65237	68.69267	15.36312	-85.78777	84.13200	-20.64791	94.48761
1759	-6.18668	0.69137	-24.12693	-3.14561	5.43192	-89.62086	2.37108	-3.13211	-23.94423	-3.11383	0.62377	-89.62254	2.37108	-3.13211	-23.94423	-3.11383	0.62377	-89.62254	16.61717	-2.97850	-37.63186	-14.20874	15.37688	-67.54102	20.85507	-4.39496	-37.41273	-11.01030	-5.42661	-66.89411	-10.98933	8.41219	-49.33116	-8.79195	11.96947	-37.23515	12.74168	0.39465	-7.67044	-9.07436	3.23073	-6.97168	-6.99005	34.49811	-10.68829	-11.01072	-18.46318	-17.41763	57.56496	5.05700	-83.16074	84.65528	-16.49826	94.03919	68.88728	15.59468	-86.20807	84.62132	-19.84087	94.01961
1760	-6.15313	0.71315	-23.99551	-3.15596	5.19385	-89.60426	2.34557	-3.06123	-23.82096	-3.12506	0.71520	-89.60585	2.34557	-3.06123	-23.82096	-3.12506	0.71520	-89.60585	16.48548	-3.01276	-37.49833	-14.24990	15.47689	-67.62196	20.99114	-4.41150	-37.26867	-10.93783	-5.55368	-66.98069	-10.89361	8.42575	-49.41936	-8.82773	11.91385	-37.32846	12.69899	0.41477	-7.65948	-9.11798	3.24534	-6.95400	-6.79092	34.48045	-10.59020	-10.81519	-18.64141	-17.41524	57.55977	5.30780	-82.52890	84.85798	-16.49258	93.80678	69.35373	15.39615	-85.63197	84.64845	-19.31582	93.73441
1761	-6.43853	0.61705	-23.82804	-2.96637	4.99441	-89.59009	2.22546	-3.19864	-23.63239	-2.93685	0.86496	-89.59160	2.22546	-3.19864	-23.63239	-2.93685	0.86496	-89.59160	16.36702	-2.98635	-37.31168	-14.27044	15.59979	-67.72721	21.12774	-4.49980	-37.06860	-10.94359	-5.73732	-67.05775	-10.77516	8.49174	-49.44457	-8.86345	11.87476	-37.35564	12.64118	0.54171	-7.72495	-9.17555	3.38752	-6.96763	-6.58628	34.61927	-10.70474	-10.63721	-18.70567	-17.40855	57.57608	5.37606	-80.84666	85.13161	-16.45222	93.73050	70.04075	14.85734	-83.95679	84.54574	-19.40530	93.53072
1762	-6.77537	0.48214	-23.66808	-2.79035	4.88242	-89.55751	2.06537	-3.37937	-23.44401	-2.76014	0.96749	-89.55904	2.06537	-3.37937	-23.44401	-2.76014	0.96749	-89.55904	16.23183	-2.90580	-37.14227	-14.24585	15.72503	-67.80791	21.30039	-4.65341	-36.88096	-11.02110	-5.94067	-67.07576	-10.66250	8.57206	-49.39203	-8.87408	11.87964	-37.29258	12.61679	0.65003	-7.81429	-9.19828	3.52128	-7.01039	-6.42028	34.86454	-10.99053	-10.53092	-18.69475	-17.40520	57.65806	5.22800	-78.64661	85.41686	-16.38665	93.44542	70.69259	14.52805	-81.76907	84.53783	-19.82552	93.14068
1763	-7.01275	0.33699	-23.60329	-2.81060	4.91295	-89.48804	1.94303	-3.55998	-23.35077	-2.77531	0.96116	-89.48985	1.94303	-3.55998	-23.35077	-2.77531	0.96116	-89.48985	16.06978	-2.79959	-37.04998	-14.20288	15.83129	-67.77624	21.51175	-4.81420	-36.76864	-11.08189	-6.12605	-66.97747	-10.57203	8.61788	-49.34181	-8.85004	11.90997	-37.19014	12.59994	0.60778	-7.90314	-9.21008	3.51507	-7.10876	-6.25358	35.09854	-11.34196	-10.48386	-18.72316	-17.41640	57.75121	5.00148	-76.88757	85.65832	-16.33224	92.91762	71.05271	14.84103	-80.11667	84.67322	-19.98544	92.57479
1764	-7.00618	0.16857	-23.68003	-2.95990	5.00397	-89.38720	1.88302	-3.71104	-23.40457	-2.91601	0.89701	-89.38946	1.88302	-3.71104	-23.40457	-2.91601	0.89701	-89.38946	15.90786	-2.69885	-36.98700	-14.18687	15.90751	-67.66116	21.72175	-4.93076	-36.68878	-11.05566	-6.26856	-66.82785	-10.50153	8.60643	-49.37087	-8.81579	11.93076	-37.13214	12.54069	0.41731	-7.98968	-9.26101	3.37037	-7.26013	-6.05397	35.21716	-11.58530	-10.42761	-18.85645	-17.42871	57.79488	4.90086	-76.52133	85.84386	-16.30151	92.40368	71.17166	15.61672	-79.96384	84.93761	-19.57205	92.09393
1765	-6.74477	0.05366	-23.83714	-3.07678	4.98430	-89.27329	1.88348	-3.73943	-23.55899	-3.02438	0.85039	-89.27596	1.88348	-3.73943	-23.55899	-3.02438	0.85039	-89.27596	15.78988	-2.63121	-36.91608	-14.20478	15.95298	-67.60258	21.88289	-5.00003	-36.60626	-10.96360	-6.36934	-66.77301	-10.44012	8.56078	-49.46983	-8.80432	11.94474	-37.16188	12.45844	0.19001	-8.03308	-9.33635	3.17544	-7.38504	-5.91023	35.21597	-11.57640	-10.29939	-19.07333	-17.36868	57.79762	5.01446	-77.73023	86.00290	-16.22595	92.23393	71.37469	16.28762	-81.42248	85.24686	-18.92121	91.98215
1766	-6.41196	0.00606	-23.95906	-3.16604	4.76076	-89.15996	1.90235	-3.67067	-23.69262	-3.10870	0.84751	-89.16277	1.90235	-3.67067	-23.69262	-3.10870	0.84750	-89.16277	15.72606	-2.60113	-36.84255	-14.22740	15.98115	-67.65464	21.99146	-5.04808	-36.52462	-10.87287	-6.45284	-66.84168	-10.37511	8.51055	-49.58192	-8.82408	11.97419	-37.25853	12.42351	0.03331	-7.98167	-9.37062	3.01085	-7.39549	-5.92600	35.17723	-11.35391	-10.06731	-19.31616	-17.14639	57.80715	5.23410	-79.65455	86.16586	-16.01068	92.77941	71.79626	16.52249	-83.55072	85.44276	-18.76018	92.53749
1767	-6.17586	-0.05790	-24.00400	-3.30813	4.45739	-89.06416	1.88734	-3.63126	-23.74390	-3.24957	0.87089	-89.06688	1.88734	-3.63126	-23.74390	-3.24957	0.87089	-89.06688	15.67464	-2.57569	-36.74327	-14.23145	16.02417	-67.75373	22.08925	-5.10636	-36.41649	-10.82954	-6.54401	-66.94121	-10.30840	8.46949	-49.65460	-8.85703	12.00700	-37.35738	12.46497	-0.01431	-7.85514	-9.33431	2.91965	-7.29556	-6.04401	35.15275	-11.08281	-9.76385	-19.52932	-16.79308	57.84617	5.41669	-81.19296	86.32113	-15.68395	94.04926	72.25127	16.44080	-85.20565	85.50829	-19.34355	93.76517
1768	-6.13232	-0.10316	-24.02393	-3.40952	4.37364	-89.02449	1.85897	-3.64764	-23.76185	-3.35011	0.88287	-89.02721	1.85897	-3.64764	-23.76185	-3.35011	0.88287	-89.02721	15.59117	-2.51852	-36.60885	-14.21228	16.10608	-67.83491	22.21885	-5.19266	-36.26975	-10.84499	-6.63755	-66.99632	-10.27747	8.43752	-49.64724	-8.88222	12.00456	-37.37806	12.54877	0.00344	-7.74721	-9.25595	2.89605	-7.18862	-6.08676	35.10718	-10.86875	-9.52423	-19.66432	-16.52112	57.89861	5.56319	-82.02956	86.42022	-15.44353	95.34862	72.57513	16.38824	-86.11588	85.57732	-19.99301	95.04121
1769	-6.40823	0.06154	-24.04922	-3.29641	4.71210	-89.08316	1.91122	-3.63382	-23.78932	-3.23448	0.83938	-89.08616	1.91122	-3.63382	-23.78932	-3.23448	0.83937	-89.08616	15.46808	-2.43659	-36.53590	-14.16819	16.20718	-67.86154	22.39569	-5.28938	-36.18302	-10.90145	-6.70006	-66.97878	-10.33432	8.40325	-49.56562	-8.89509	11.95413	-37.28370	12.61776	0.00192	-7.73549	-9.18748	2.89028	-7.17829	-5.95974	35.01354	-10.75257	-9.49269	-19.68351	-16.55252	57.93826	5.70718	-82.57491	86.44292	-15.48090	95.97229	72.75971	16.67788	-86.78951	85.66110	-19.89595	95.68787
1770	-6.86150	0.45853	-24.04402	-3.01608	5.24564	-89.22542	2.06066	-3.50730	-23.80605	-2.95528	0.74427	-89.22859	2.06066	-3.50730	-23.80605	-2.95528	0.74426	-89.22859	15.31875	-2.36377	-36.57234	-14.10166	16.28043	-67.88448	22.59829	-5.36287	-36.20816	-10.96586	-6.72192	-66.95846	-10.45564	8.36562	-49.50434	-8.90246	11.88886	-37.14761	12.62556	-0.03823	-7.79792	-9.17598	2.87619	-7.25126	-5.76272	34.94151	-10.77525	-9.64676	-19.59501	-16.86074	57.96563	5.76792	-82.99529	86.44033	-15.75599	95.98631	72.79874	17.30978	-87.39513	85.73807	-19.15954	95.74419
1771	-6.87171	0.74454	-24.00693	-2.82684	5.40572	-89.36560	2.14915	-3.26251	-23.80820	-2.77469	0.69046	-89.36839	2.14915	-3.26251	-23.80820	-2.77469	0.69046	-89.36839	15.15852	-2.31541	-36.51709	-14.03264	16.30132	-68.05872	22.77896	-5.40173	-36.14441	-11.01348	-6.73380	-67.11144	-10.52181	8.32931	-49.57264	-8.90529	11.86360	-37.10917	12.56281	-0.03842	-7.84317	-9.23659	2.89282	-7.29339	-5.67652	34.98256	-10.90873	-9.78662	-19.49477	-17.15410	58.00452	5.67202	-82.90340	86.49217	-16.00112	96.03554	72.61797	17.82650	-87.38355	85.81894	-18.57259	95.81425
1772	-6.12344	0.61822	-23.99747	-2.88167	4.94692	-89.43053	2.03712	-3.00608	-23.82706	-2.84005	0.75668	-89.43260	2.03712	-3.00608	-23.82706	-2.84005	0.75668	-89.43260	15.00797	-2.28963	-36.19397	-13.98317	16.29212	-68.41607	22.90612	-5.41586	-35.81373	-11.04084	-6.76024	-67.47263	-10.44871	8.27842	-49.75685	-8.89701	11.91010	-37.22497	12.46606	0.06003	-7.84211	-9.33527	2.98384	-7.25580	-5.76055	35.13219	-11.02896	-9.71274	-19.52375	-17.13959	58.06050	5.50947	-82.13400	86.63327	-15.96111	96.54470	72.23399	17.76186	-86.46261	85.84931	-18.60924	96.28291
1773	-5.22741	0.23276	-24.02729	-3.07564	4.27516	-89.42719	1.80980	-2.89585	-23.86349	-3.04173	0.88198	-89.42872	1.80980	-2.89585	-23.86349	-3.04173	0.88198	-89.42872	14.89094	-2.28378	-35.79784	-13.94552	16.29735	-68.76929	22.98740	-5.42026	-35.41125	-11.06488	-6.79682	-67.83030	-10.28174	8.20079	-49.92550	-8.88270	12.00168	-37.40118	12.37943	0.21801	-7.85975	-9.42419	3.13707	-7.21344	-5.90237	35.29089	-11.04468	-9.38939	-19.72526	-16.78080	58.10228	5.44085	-81.25308	86.82581	-15.62379	97.15252	71.87822	17.25725	-85.32190	85.85070	-19.08559	96.81182
1774	-4.90732	-0.04228	-24.07089	-3.23854	3.90785	-89.40606	1.65747	-2.96552	-23.89835	-3.20778	0.93986	-89.40736	1.65747	-2.96552	-23.89835	-3.20778	0.93986	-89.40736	14.81973	-2.28122	-35.64265	-13.89524	16.33067	-68.96848	23.04998	-5.43011	-35.25218	-11.10276	-6.82768	-68.01318	-10.13109	8.11101	-49.97272	-8.88291	12.06680	-37.49192	12.30360	0.35732	-7.92052	-9.50007	3.28899	-7.21813	-5.95281	35.35553	-10.98415	-8.97336	-19.96201	-16.32748	58.09175	5.51321	-81.09773	86.99478	-15.22906	97.17513	71.74857	16.92345	-85.03841	85.95828	-19.42046	96.80346
1775	-5.09136	-0.04228	-24.11875	-3.33141	3.94329	-89.40089	1.66146	-3.05543	-23.93595	-3.29972	0.91166	-89.40224	1.66146	-3.05543	-23.93595	-3.29972	0.91166	-89.40224	14.78111	-2.25389	-35.76399	-13.83375	16.36125	-69.05972	23.11177	-5.45669	-35.37139	-11.14662	-6.83778	-68.07883	-10.06753	8.02273	-49.91382	-8.89915	12.04662	-37.43747	12.21390	0.41385	-7.96020	-9.58911	3.35621	-7.23399	-5.87164	35.30326	-10.93075	-8.67123	-20.06659	-16.05738	58.03047	5.64777	-82.01783	87.09734	-15.01277	96.57807	71.81266	17.12429	-86.05459	86.22733	-19.13140	96.26956
1776	-5.32707	0.16599	-24.12948	-3.39073	4.18640	-89.42164	1.78360	-3.00951	-23.95276	-3.35740	0.88324	-89.42311	1.78360	-3.00951	-23.95276	-3.35740	0.88324	-89.42311	14.73914	-2.19473	-36.00844	-13.78644	16.35795	-69.11794	23.17989	-5.49831	-35.61406	-11.17350	-6.82170	-68.12479	-10.08990	7.94079	-49.85025	-8.89926	11.94495	-37.31102	12.12704	0.35593	-7.95614	-9.67492	3.30092	-7.25177	-5.73774	35.20365	-10.91643	-8.52920	-20.05967	-15.97549	57.95579	5.76726	-83.37670	87.14966	-14.95693	96.02120	71.94141	17.63571	-87.62076	86.52628	-18.37380	95.81103
1777	-5.54087	0.38594	-24.03254	-3.41023	4.46335	-89.46284	1.92064	-2.93260	-23.86642	-3.37682	0.89854	-89.46440	1.92064	-2.93260	-23.86642	-3.37682	0.89854	-89.46440	14.66251	-2.12190	-36.25633	-13.76663	16.33324	-69.11108	23.26054	-5.53946	-35.86059	-11.17814	-6.79211	-68.11821	-10.14704	7.88029	-49.86873	-8.86558	11.82775	-37.24870	12.09364	0.22342	-7.97989	-9.70440	3.18670	-7.32315	-5.64965	35.15892	-10.91397	-8.42780	-20.07850	-15.89257	57.88810	5.86654	-83.97523	87.18998	-14.88998	95.99929	72.01386	17.95129	-88.34856	86.63210	-17.82656	95.82047
1778	-5.89328	0.38746	-23.84621	-3.38618	4.67545	-89.49826	1.94912	-3.06895	-23.66235	-3.35319	0.90534	-89.49987	1.94912	-3.06895	-23.66235	-3.35319	0.90534	-89.49987	14.56366	-2.04843	-36.38411	-13.76099	16.32878	-69.02672	23.34406	-5.57149	-35.98680	-11.18074	-6.77125	-68.02897	-10.17486	7.85487	-49.97185	-8.82580	11.76862	-37.32589	12.11278	0.11459	-8.07277	-9.67856	3.12015	-7.44999	-5.64976	35.23776	-10.93893	-8.29579	-20.12981	-15.74429	57.80532	5.94131	-83.48905	87.24947	-14.75779	96.33187	71.93836	17.85064	-87.83189	86.46487	-18.02508	96.07469
